"","DM","PT","SM","T","ZM"
"98",-0.00196154786864996,0.0100628789630619,0.00117129753703018,-0.0110165388130906,0.00174391018164847
"99",-0.000370815463735829,-0.0238867762637857,0.0343332032222752,0.00223272106128713,-0.0123083325560408
"100",-6.91532482610116e-06,-0.0216768191567022,-0.00357054248801442,0.0118199439839303,0.0134343329856124
"101",-0.013453927304968,-0.0452923238211571,0.0360034928028127,0.0103857608237876,0.0123569974995248
"102",-0.0440757663965538,0.0100642918421849,0.0223523066162497,0.0220558531845469,-0.0103966852464277
"103",-0.0500447707760673,0.00874434124673805,0.0200583245194429,0.0301228822879425,-0.00888077727805601
"104",-0.0233672834384071,0.0141398429358018,-1.22324317791986e-05,0.0349195943732362,-0.0256799214388518
"105",0.0228284468291943,0.0219253549012215,-0.000771787142548861,-0.0440569127782712,7.48981904041731e-05
"106",-0.00551505045563537,0.0194161635530331,-0.0471835810298979,0.0341817807947543,-0.000899312862254486
"107",-0.0499090265139736,0.0262026189342702,0.027563274915486,-0.0108668772308058,0.00701000989502322
"108",-0.00416512542120047,-0.0601554195573624,0.0290350948410632,0.0189834985953748,0.0163019515421244
"109",0.065922793139458,-0.0531712730732991,-0.0221198196234437,-0.0260937803737007,0.0354620799309856
"110",-0.0234545401410026,0.0806422873976205,0.0199671402889089,-0.0446811228555994,-0.0324737646899274
"111",0.00386756741950496,0.0128595353304734,-0.0108809438319593,-0.00480732044386838,-0.00103883847415081
"112",0.0107835109288344,0.0251775796427975,-0.0215014844492021,-0.0192359453550966,0.00477633923266691
"113",-0.0514179895903139,-0.241737142906351,0.275518991043706,-0.100883142544034,0.118519283996993
"114",-0.154425904824162,-0.108140198819672,0.0265924600314193,0.220904201036931,0.0150694425754832
"115",-0.0131262643678267,0.0172057676209382,-0.0478722162901824,0.036210732403978,0.00758198063309299
"116",0.00648240838595972,-0.00337286207311237,0.0139402974368983,-0.0106858585671372,-0.00636398518260847
"117",0.0294577745366147,0.00340097310656494,-0.0308626616677082,-0.00829710665278837,0.00630102067731687
"118",-0.0136104738259703,-0.025341525025293,0.0279118020417489,0.00154198780284241,0.009498209006672
"119",0.0350504644515068,0.0116411374170234,-0.00933528099130868,-0.0251261904951638,-0.0122301303820577
"120",-0.0723702428193395,0.00749254839706958,0.032732961626895,0.0414395326235456,-0.00929479982817057
