"","mass","length","pcsa","lsr_mass","lsr_length","lsr_pcsa"
"Oecomys rutilus UM V3625",0.0171,0.3680714286,0.0438286544898588,0.224116347656636,0.237124873102661,-0.0086064733817589
"Oligoryzomys delicatus JAGUARS M3252",0.0058,0.2719166667,0.020122702222017,-0.568322909702776,0.105986169322156,-0.642131878132071
"Ondatra zibethicus UM 486N",0.1499,0.875775,0.161474230641001,-0.808491558709775,0.188254804796947,-1.02103306257978
"Onychomys torridus UWBM 37628",0.0085,0.3405555556,0.0235464310966839,-0.695440810944846,0.136348042895791,-0.78904042721638
"Otomys tropicalis CBUN KE211",0.0532,0.5709411765,0.0879051666109477,-0.795985650428636,0.128204665821968,-0.962744587229724
"Palawanomys furvus FMNH 195411",0.0241,0.6053684211,0.0375570450392689,-0.81548396628602,0.229582060639728,-1.00487216596244
"Paraleptomys whilelmina AMNH 152744",0.01,0.4146052632,0.0227540822596845,-0.77733942746358,0.0309509191662041,-0.791167607643103
"Pectinator spekei NHM 1905.11.4.22",0.0418,0.4425192308,0.0891124261263426,-0.979844718960801,-0.143242599411654,-0.751032714875118
"Pedetes capensis CESKE CBS 1",0.5605,1.364305556,0.387577095600174,-0.368017172724528,0.49637870503731,-0.861232882249604
"Petinomys sp. NHM 1903.11.2.5",0.0086,0.5348888889,0.0151680240803929,-1.19694449950402,0.370251688644329,-1.56830609284334
"Petromus typicus NHM 1928.9.11.502",0.1193,0.5982,0.188143045488667,-0.415280439099121,0.309053182876776,-0.700456740281731
"Petromyscus sp. CBUN ANG0154",0.0105,0.257125,0.0385246879041653,-0.304399140815486,0.142262869271,-0.409195568398149
"Petromyscus sp. CBUN ANG0162",0.0078,0.2724237288,0.0270111953846721,-0.432994976849068,0.162351771022964,-0.547535103060292
"Phodopus sp. CBUN -",0.0072,0.4280833333,0.0158671275002163,-0.747044127770197,0.236963019525533,-0.944211232809773
"Pogonomelomys sp. CBUN FR2200-039",0.0207,0.4068039216,0.0480042124716638,-0.676616622237201,0.134116174518065,-0.797348113006297
"Proechimys guyannensis M1199",0.0356,0.5977647059,0.056184156289073,-0.123284665683072,0.425681991370221,-0.525669891576147
"Pseudohydromys murinus CBUN MW 2700-106",0.0057,0.2604,0.0206503782279802,-0.131841623316129,0.0642410339121863,-0.19550020278502
"Pseudomys australis MV C4544",0.021,0.4090392157,0.048433793128645,-0.798545450474059,0.144793444649412,-0.84315296681844
"Rattus baluensis EBD BOR210",0.026,0.3484761905,0.0703873106842645,-0.944471489106346,-0.0812713616461359,-0.87008046505744
"Rattus norvegicus UM Paul Gervais",0.0816,0.9527692308,0.0807972482600366,-1.0376321407143,0.346248793205923,-1.37186247592838
"Ratufa sp. NHM 2022.24",0.2366,0.847969697,0.263225853423169,-1.02651827249506,0.210364519529616,-1.21096226372318
"Reithrodontomys megalotis UWBM 74514",0.0044,0.2323035714,0.0178686163592335,-0.784618738119025,0.125082684260143,-0.907742133134245
"Rhinosciurus robinsoni NHM 1915.12.28.6",0.0562,0.9795405405,0.0541262619895907,-0.720518054445115,0.563441975174948,-1.27523243009635
"Saccostomus campestris UM TDR106",0.0202,0.3669833333,0.0519277090930083,-1.10863359266064,0.0253402865600012,-1.1119042233604
"Salpingotulus michaelis NHM 65.4168",0.0019,0.2835,0.00632258493893714,-0.398475589456829,0.398314940699459,-0.775065232203099
"Sciurillus pusillus NHM 1932.8.4.16",0.0202,0.6763,0.0281777373555891,-0.831909318729256,0.413196106497987,-1.21229628861208
"Sciurus aestuans MNHN-ZM-MO 1902-46A",0.0579,0.8818461538,0.0619412368858868,-1.18531134221508,0.260357488586801,-1.44584838824506
"Sciurus vulgaris MB 2022.2.12",0.0684,0.9699166667,0.0665297381746626,-1.24882147753303,0.439881622493997,-1.68675334440961
"Sciurus vulgaris MB 2023.2.14",0.0552,0.6998787879,0.074406415222794,-1.36806627490375,0.508627358530916,-1.85861188321726
"Sciurus vulgaris MB 2022.2.15",0.0417,0.77925,0.0504839559082572,-1.35802852193335,0.147542713240772,-1.50291688020783
"Sicista betulina CBUN unregistered",0.0023,0.3429,0.0063278253740295,-0.920447216767319,0.320193225226318,-1.24197325861498
"Spalax sp. CBUN ISR007",0.1326,0.5903783784,0.211888416309661,-0.735119018429439,-0.0125231473809686,-0.719694636627096
"Urocitellus richardsonii NHM 1893.1.5.1",0.0875,0.9955,0.0829203112117737,-1.10751306682179,0.291396873271447,-1.39201640134246
"Steatomys caurinus RMCA 1993.012.M0353",0.0059,0.37,0.0150433452320245,-0.715336890466073,0.404344389549553,-1.08859124565982
"Steatomys krebsi CBUN RS0977",0.0071,0.3449090909,0.0194199381352032,-0.468091412465306,0.373391800863397,-0.797901628064778
"Steatomys parvus CBUN RS0713",0.0119,0.3681836735,0.0304913441370714,-0.60728052437303,0.233005645835018,-0.810036137578344
"Aethomys hindei CBUN ETH1371",0.0323,0.5177111111,0.0588584974513357,-0.812136407991277,0.229031275273694,-1.03363493585135
"Stenomys sp. MV C2104",0.0153,0.3768,0.0383066939069823,-0.642358862384927,0.0446228381018664,-0.664553958308237
"Stochomys longicaudatus MNHN-ZM-MO 2000-288",0.032,0.4938653846,0.0611273439820731,-0.910827468700941,0.0748313026196431,-0.957797712144831
"Sundamys infraluteus EBD BORN272",0.2397,0.51155794905,0.442016471929505,-0.144981212397058,0.110977085783642,-0.272135814871024
"Sundamys muelleri EBD BORN424",0.2113,0.62603095235,0.318175860416452,-0.261820707133893,0.30356357383542,-0.568596510411527
"Sundasciurus philippinensis FMNH 208786",0.0367,0.9476,0.0365371902801118,-1.43723440951167,0.354367261531268,-1.7569502104993
"Tamias minimus UWBM 74537",0.0077,0.5019411765,0.0144721160237314,-1.13053202194443,0.233459174279969,-1.33037231447245
"Tamiops maritimus NHM 2022.5.4",0.023,0.6044146341,0.0358993842693048,-0.787969365458082,0.53586709699402,-1.28479315207098
"Tarsomys apoensis FMNH 147968",0.0188,0.6893478261,0.025728447069957,-1.0596102576844,0.306777636265613,-1.35183854521148
"Tateomys rhinogradoides AMNH 223968",0.0116,0.3902727273,0.0280403816636743,-0.50546341695982,-0.00377601613787319,-0.479856092380149
"Thomasomys sp. MUSM 40832",0.0054,0.2906222222,0.0175290780728244,-0.836535395872847,0.0300907508926241,-0.877090574822627
"Thrichomys laurentius NHM 3.10.1.118-221",0.0793,0.6056037736,0.123531794245605,-0.389801730343463,0.365206057765168,-0.733014499214716
"Thryonomys swinderianus MNHN-ZM-MO 1996-41",0.1669,0.5925882353,0.265703604643734,-0.577548842509813,0.0992398861871372,-0.657856290293364
"Tylomys watsoni USNM 460459",0.1064,0.7226585366,0.138900121436089,-0.848113419533635,0.17519607104713,-1.00450984894569
"Zelotomys woosnami NHM 1910.6.3.86",0.015,0.2917384615,0.0485055803868576,-0.803870202282836,-0.171891709235402,-0.61357134025658
"Zygodontomys brevicauda JAGUARS M1376",0.0097,0.3251764706,0.0281414684750761,-0.876614017624694,0.0822425015575385,-0.939056471814053
"Aplodontia rufa UM 806V",0.5983,1.613283019,0.349866672875549,-0.529592324004963,0.637154705609479,-1.15489925049259
"Bathyergus suillus BS13",0.7472,0.9,0.783228511530398,-0.508219251937284,-0.0587504603250136,-0.509151014018345
"Bathyergus suillus BS2",0.51655,1.373809524,0.354715346080769,-0.66673645223997,0.218023809933198,-0.866673645746615
"Bathyergus suillus BS4",0.47065,0.8094736842,0.548516205812271,-0.691633953334685,0.0341183457273157,-0.797447579391597
"Bathyergus suillus BS8",0.36405,1.123571429,0.305671172621474,-0.546779578545296,0.0674437111953568,-0.619689079570198
"Berylmys bowersi 7219",0.0414,0.356,0.109709561161755,-0.80939052366626,-0.0440545558451489,-0.763050086760139
"Berylmys bowersi 7220",0.01566,0.409,0.0361212344881672,-2.205915513505,0.0174477064570527,-2.20955823517589
"Berylmys bowersi 7221",0.0354,0.308,0.108429306542514,-1.22600508590934,-0.306557663995567,-0.939682282304156
"Chrotomys mindorensis FMNH 222107",0.0478,0.6474515294,0.0696489815452763,-0.58345936675862,-0.0619193191488833,-0.533957786750786
"Chrotomys mindorensis FMNH 222111",0.0593,0.7529445462,0.0742994905916421,-0.382464249816795,-0.0139039464233194,-0.378111595098711
"Cryptomys hottentotus CHHB",0.18595,1.126111111,0.155779058201555,-0.500136905103337,0.382353642263797,-0.8875932016837
"Cryptomys hottentotus CHMR3",0.0423,0.9523529412,0.0419021758121268,-0.970122134281548,-0.0776178480197349,-0.900256732225161
"Dipodomys merriami UWBM 37549",0.0159,0.3560212766,0.0421323133921935,-0.282667572945807,0.28065800471085,-0.529043224340626
"Fukomys anselli Fans 864. Transp. 8543 right",0.1013,0.8920833333,0.107126805499583,-0.786795422427282,0.393300525112058,-1.18327189502162
"Fukomys anselli Fans 867. Transp. 8346 left",0.0914,0.8119047619,0.106202622697463,-0.543823235891664,NA,NA
"Fukomys anselli Fans Transp. 9746",0.05455,1.936789474,0.0265709127614473,-0.780202080807069,0.741803044118233,-1.5386740261427
"Fukomys damarensis FDA",0.33285,1.256666667,0.2498748810708,-0.664885721131969,0.105015541043629,-0.772377734321319
"Fukomys damarensis FDC",0.2277,1.048235294,0.204926624760945,-0.689742833511397,0.260386535855523,-0.950533140112097
"Fukomys damarensis FDD",0.22105,0.7436363636,0.280429718148141,-0.728942326944885,-0.0732962739187733,-0.68344333328885
"Fukomys darlingi Fdarl 813, Transp. 2345",0.07135,1.499090909,0.0449014268251539,-0.768071666361215,0.710758817004103,-1.47871091072814
"Fukomys darlingi Fdarl 824. Transp. 4396",0.15,0.9282941176,0.152440300201536,-0.593257390504374,0.179583816748358,-0.816996424072141
"Fukomys darlingi Fdarl 837",0.0845,1.75,0.0455525606469003,-0.519057738895438,0.358244914192586,-0.893093150841465
"Fukomys darlingi Fdarl 845. Transp. 8446",0.08555,0.8707391304,0.0926885497068863,-0.550774980972722,0.434973043294943,-0.980409414733312
"Fukomys mechowii Fmech 177. Transp. 2351",0.13625,2.45125,0.0524376280873255,NA,NA,NA
"Fukomys mechowii Fmech 586 Transp. 0262",0.0475,1.414666667,0.0316762399228263,-0.509653239976222,0.833398126029027,-1.36524650476183
"Fukomys mechowii Fmech CB_828.",0.2454,1.297368421,0.178445405495394,-0.584334859118431,0.336623798758471,-0.913301266274303
"Fukomys mechowii Fmech Transp. 4372",0.221,1.150894737,0.181155199806719,-0.865766981596344,0.0815273400938828,-0.976498483520289
"Fukomys micklemi Fmick 809. Transp. 7571",0.12275,1.026375,0.112826098445941,-0.674747406444836,0.288230238300306,-0.982682009340113
"Fukomys micklemi Fmick 828. Transp. 0774",0.09075,0.7495652174,0.114217156239099,-0.788733475384438,0.16216023076545,-0.943749058343596
"Fukomys micklemi Fmick 842. Transp. 7689 right",0.07435,0.7941666667,0.0883208933024364,-0.307481463229062,0.288296833112806,-0.592745270922269
