"","DM","ePT","iPT","SM","T","ZM"
"Millardia meltada MNHN-ZM-MO 2009-658",0.1175,0.0265,0.0454,0.0856,0.0722,0.0406
"Baiyankamys shawmayeri CBUN MW3200_209",0.0309,0.016,0.0138,0.034,0.0415,0.0179
"Dinaromys bogdanovi MNHN-ZM-MO HERREL",0.1496,0.0258,0.052,0.088,0.106,0.0476
"Golunda ellioti NHM 1892.1.9.32",0.1579,0.0237,0.0669,0.0996,0.1016,0.0361
"Eospalax fontanierii NHM 1909.1.1.286",0.3894,0.0591,0.0664,0.1523,0.4217,0.2288
"Crateromys heaneyi CBUN nonb",1.5039,0.234,0.2926,0.8483,1.1172,0.6489
"Pattonomys semivillosus USNM 496485",0.2325,0.0397,0.0772,0.31,0.1085,0.2511
"Deomys ferrugineus MNHN-ZM-MO 709?",0.0441,0.0236,0.0324,0.0431,0.0492,0.0251
"Abeomelomys sevia CBUN MW3200_139",0.1499,0.033,0.0385,0.0706,0.0902,0.0442
"Vandeleuria oleracea THAILAND no number",0.0283,0.0044,0.0075,0.0117,0.0158,0.0093
"Chiropodomys major EBD BORN678",0.0779,0.0149,0.0164,0.039,0.0569,0.0216
"Hybomys sp. MNHN-ZM-MO 1997-848",0.0791,0.0133,0.0286,0.0533,0.0307,0.0299
"Calomyscus baluchi USNM 429369",0.0454,0.0064,0.0132,0.0239,0.0247,0.0138
"Spalax sp. CBUN 961",0.2049,0.0691,0.0844,0.1305,0.4926,0.1181
"Mallomys sp. CBUN MW3200_048",4.3983,0.4245,0.5508,0.9918,2.0823,0.6899
"Lophuromys sikapusi MNHN-ZM-MO 2013-260",0.0678,0.0152,0.0364,0.0634,0.0863,0.0268
"Phloeomys pallidus CBUN nonb2",1.239,0.2737,0.4182,1.0192,0.9824,0.6594
