"","mass","length","pcsa","lsr_mass","lsr_length","lsr_pcsa"
"194",-0.103299491968279,-0.0128185539205513,-0.023813236233463,-0.0202216422781283,-0.0116424948196966,-0.00654767339343511
"195",-0.0394617809644618,-0.00137778895246131,-0.0506064948825441,-0.0258952095202027,0.0333639503400454,-0.0616734578516013
"196",-0.0232766667666121,-0.0674547468427436,-0.0151485875076563,0.0275764642747136,-0.0274104364086144,0.054753053649425
"197",0.000680137846286261,0.0167412208587512,0.000342834301138999,0.013808629631596,0.00313534456799163,0.012187280307976
"198",-0.00151141320637847,-0.0297612267889982,-0.00132585573029607,0.0294991864662042,0.0058789189381761,0.0248056821110589
"199",0.0770125351624847,0.12839319511562,0.0389415857395628,0.0743750125057306,0.0445598432820753,0.0293105133980958
"200",0.0318318062686258,0.0206519610846283,0.0353215282586854,0.00125735836346897,-0.0250270985217869,0.0284133333520594
"201",-0.00323130365851267,-0.00856506351832978,-0.00253564168027137,0.0418943751914222,0.0093026410846449,0.0367940916115409
"202",0.00114306009301185,0.00478459074793478,0.000355049821087736,0.0465989479513838,0.00629800753461007,0.0423151570312141
"203",-0.00678501963137362,-0.0386199797595454,-0.00515953957528112,-0.0206093303351754,-0.0326242606413987,0.0156621580632465
"204",-0.00141774527664234,-0.0266376718022516,8.54424912250177e-05,-0.0234219669775873,-0.0489605290014688,0.0201279305304442
"205",-0.00476949591023344,-0.0552144627929742,-0.00415687172808683,0.00204216822717945,-0.0330242931861995,0.0314087586459501
"206",-0.00847356506754302,-0.107470048133472,-0.00640402480162446,0.0541242714551322,0.0211954757362846,0.033280908775671
"207",0.00415439069030409,0.0332940448095108,0.0060353129777266,0.0678863306144996,0.0493701294489674,0.0207286090135129
"208",0.00364247318966333,-0.00761702369837834,0.00407186889945368,0.125321931559714,-0.00486416165851982,0.129319122285389
"209",0.00111559386947919,0.0212668890925397,0.00194428467509064,0.0744443314292413,0.0420502770182221,0.0255448290098676
"210",0.00702634594378212,0.0358298404796191,0.00467569727645177,0.0335875662301781,0.0567565810017442,-0.0279354668750635
"211",-0.0184335971987486,-0.0911300150372019,-0.0153594275663388,0.0515237544169915,-0.01419328135959,0.0622084566562589
"212",-0.0119617367116806,-0.0297574640728169,-0.00715124258948509,-0.0342158537163189,-0.0107615570787043,-0.0216677465456831
"213",0.0346926860428071,0.0766129964114535,0.0253542369400954,-0.0207192629182929,0.0678695362046169,-0.0904605933141031
"214",0.0121485102986056,0.298806261624467,0.00229204306166012,0.0346303620833424,0.128017485734909,-0.0946600225585943
"215",-0.00845610839481609,-0.0575589060386026,-0.00762034108362568,0.0108233269439405,-0.000203625245879772,0.0135930545279318
"216",0.0141367179488532,0.0761252987818262,0.0113360795994839,0.0326028912554325,0.023030492613019,0.00426609576638749
"217",0.00784917292558796,0.0514880226692901,0.00781737413274926,-0.009536536141529,-0.00940551425374073,0.000655714838448775
"218",0.000659469595184112,0.0154263290060601,-0.000439363660823892,0.0328935777733884,-0.0247284790849741,0.0557987385890755
"219",-0.0605220885617806,-0.0466802218339499,-0.0587015357897211,-0.0455013452970983,-0.0191207821854317,-0.0207099705156656
"220",0.00444398818011891,0.0232769045385626,0.00273526857985781,0.00648114517286991,0.0226163384070551,-0.0172546654421074
"221",-0.00316671266484222,-0.0944125091416066,0.0188747944264131,-0.0668639544169014,0.0499422464056285,-0.132828843764748
"222",0.00707841978706059,-0.0232448671149754,0.0209859944506786,0.146133189405567,0.0782890531433283,0.0335785737489044
"223",0.0597040765850606,0.0585775668732294,0.019281821624233,-0.0446372258615643,0.00062386387863446,-0.0468262849977076
"224",0.0880054963517214,0.0174732866585201,0.0597737386433762,-0.0013102616131135,-0.00989816290409395,0.0098138163118669
"225",-0.0822253527353322,0.0135663571746613,-0.100479992188646,-0.0267389355511452,0.00934483197229186,-0.0372306609240831
"226",-0.0153021635870884,-0.0691974473996832,-0.000559532297923262,0.0206042629362598,0.00292626440915714,0.0208676196786068
"227",0.00709228860557779,-0.00083613980754187,0.0115563418054144,-0.0241776123645998,-0.0312616901977025,0.00634736735388617
"228",-0.061586993769429,-0.0259656688314379,-0.0544819879956713,-0.016348356249196,0.0156967472859103,-0.0352970946022034
"229",0.00886853461721136,0.00307721814062588,0.0116375074453093,0.0258833118049381,0.0275186213392639,-0.00236315282655339
"230",-0.0437681484854724,0.174939549828456,-0.0520975683544934,0.0177711466850917,0.129699093409006,-0.115435071106767
"231",0.0831265821656051,0.110502385138568,0.0634043172699057,-0.0563928698224981,-0.0727247913255779,0.012438483902951
