"","DM","PT","SM","T","ZM"
"98",0.0104682562387324,-0.00802550623212566,0.0522463891335361,-0.0137393886767775,-0.0409497504633652
"99",0.0904373895422178,0.0140751160650281,-0.112511930411471,0.105417539293135,-0.0974181144889095
"100",0.00104475900408926,-0.00157547171301219,-0.00565432395394478,0.0172328139792516,-0.0110477773163839
"101",0.096546080485887,-0.0226974909753433,-0.035421660212978,-0.0291119976832101,-0.00931493161435552
"102",0.0390335799831899,-0.009444583094266,-0.03421365515888,-0.133806258985594,0.138430917255549
"103",0.0105065647745804,0.00976871816747761,0.0173947395218042,-0.0429826518148122,0.00531262935095013
"104",0.0502079078659909,0.00593358277232473,-0.0714232446005338,-0.107821515674966,0.123103269637184
"105",-0.0573712062094942,-0.0514372545206992,0.0184772771930948,0.182413390870057,-0.0920822073329582
"106",0.128404057417202,-0.0111480583046185,0.0187718108116559,-0.250199738624721,0.114171928700481
"107",0.198827384774985,0.000347256934730255,-0.119534539931049,-0.132769182104877,0.0531290803262113
"108",-0.0699584497531012,-0.0541380995732039,-0.00890581065731224,0.260988808227207,-0.12798644824359
"109",-0.0735027557057734,0.0954853461069652,0.0538856743943847,0.0037239885885724,-0.0795922533841486
"110",0.0656637237380862,-0.149916072202709,-0.0644205057190199,0.0859907129449016,0.0626821412387411
"111",0.0252672189142267,0.0508855486950675,-0.0301876205102035,-0.061483328805002,0.0155181817059115
"112",0.0347399935730439,-0.0704363040086599,-0.00535433166564976,-0.00264188290443452,0.0436925250057
"113",0.207603024920932,0.58852042458131,-0.336106064602908,-0.402202371535105,-0.0578150133642256
"114",-0.158686318770022,0.0804482427265232,0.417709598826879,-0.584217743749972,0.244746220966594
"115",0.0217175604953502,-0.0522350338475626,0.0486988954621966,0.0245982236947673,-0.0427796458047519
"116",0.0139420551272457,-0.0369981939755576,-0.0218153724519024,-0.0337118817583935,0.0785833930586085
"117",-0.0786842681545118,0.0288855131736787,0.0218861076287789,0.0215174284524688,0.00639521889958565
"118",0.00698708573653944,-0.0189620891506962,-0.0732175465092779,0.0554448466459409,0.0297477032774938
"119",-0.0528358751107977,-0.078251077830495,-0.0110221422343307,0.0722627574200712,0.0698463377555523
"120",-0.0251249867260118,0.0366909552606763,-0.0456041598483581,-0.11985167961577,0.153889870929464
"121",-0.0276088457307526,-0.0124721769212233,0.0524339637748037,-0.0831264299843587,0.0707734888615319
"122",0.233694606539518,-0.090973392397201,-0.13615418450826,0.295342060906614,-0.301909090540674
"123",0.0537480882408728,-0.118028517983567,0.0656722680020179,0.0466575781897581,-0.0480494164490828
"124",0.0426381202144756,0.0704825292905618,-0.00568652318571192,-0.22350476759357,0.116070641274245
"125",-0.00859648428553419,0.0126526988054205,-0.025090809529263,-0.0406637958841491,0.0616983908935259
"126",0.061518690915374,-0.114223066195139,0.0572610806451741,0.137273110703109,-0.141829816068518
"127",0.0600775640556245,0.0713951516819798,-0.083713108174965,-0.095550762905008,0.0477911553423685
"128",0.0146221912728789,0.0406139581964642,-0.0378092864286818,-0.0162510316230589,-0.00117583141760244
"129",-0.0370448849162673,0.0262884342150882,0.0360101362572272,-0.00497491948080836,-0.0202787660752398
"130",0.0833747411212465,0.0560734295344615,-0.0664007895760107,-0.0312596950395973,-0.0417876860401003
"131",-0.0480225811384334,-0.0513301709826145,0.0328478540195848,0.153031299260913,-0.0865264011594495
"132",-0.0857527340968868,0.0141866973279574,0.0774963976984,0.0412550955703634,-0.0471854564998343
"133",0.0604962814730026,-0.317587613572991,0.163264795087961,-0.0839852539213458,0.177811790933373
"134",-0.110004616772486,-0.00386706092564788,0.0723319889070822,0.0193435427720722,0.0221961460189797
"135",-0.0448864363527378,0.0986268656507814,-0.0777892202583308,-0.0370670865365134,0.0611158774968005
"136",0.0427098423393632,-0.0302682880082505,0.013425340982996,0.0870201492753983,-0.112887044589506
"137",-0.0291898393993625,0.0129166874903788,0.0136449561199706,-0.110121357275564,0.112749553064578
"138",-0.0865222221598884,0.0251156915033381,-0.012164412312866,0.19813329895187,-0.124562355982453
"139",0.0494402026576794,-0.0204715102108554,-0.0244848112179746,0.0259555286073636,-0.0304394098362129
"140",-0.0374957485286801,0.0229410928026039,0.038999499470786,-0.0718571476119197,0.04741230386721
"141",-0.0689114594839624,-0.0181928356696816,0.0532364686013432,0.0476738738757832,-0.0138060473234822
"142",-0.0469044952691328,-0.120429227277408,0.000149258470447808,0.152642155414116,0.014542308661977
"143",-0.0712913203507705,-0.0130829135974852,0.0611443877940505,0.00568744507994886,0.0175424010742562
"144",0.0461121909987438,-0.0542662382305066,-0.0287455262218542,0.076994886249832,-0.0400953127962149
"145",-0.0554063132241876,-0.0130500799107293,-0.054341930283008,0.168610491886257,-0.0458121684683319
"146",0.0370003610585824,0.0269236920040317,-0.07857817167323,0.0661112764925701,-0.0514571578819544
"147",0.0460961052449302,-0.090949770524638,0.045370418765355,0.0213349142029039,-0.0218516676885511
"148",0.0545948324311151,-0.108153950049515,-0.104875577383614,0.114943316137348,0.0434913788646652
"149",0.0809001281103149,0.0163827491073711,-0.109245943975596,-0.0329675133249909,0.0449305800829012
"150",0.0235285772837452,0.040931297089267,-0.0333976391925389,-0.0497860743310907,0.0187238391506171
"151",-0.0435583437282198,0.0259928687648916,0.0167223621801359,0.0183779370066224,-0.0175348242234305
"152",0.0853739690706793,0.0339421442467477,-0.0700486413111736,-0.0764045739013731,0.0271371018951194
"153",-0.175621803159758,0.102635236716215,0.153896356668982,-0.116516590135885,0.0356067999104453
"154",-0.0556037728003291,-0.0736818349309891,-0.112954205152594,0.141840602176091,0.100399210707821
"155",0.0313046456585556,-0.0418269237684602,0.0372067369455409,-0.0335387711198023,0.00685431228416601
"156",-0.000123115694226104,-0.0610088994014954,0.0407931657950529,0.0107208414697221,0.00961800783094649
"157",-0.0121567172664521,0.0846884299930961,-0.0121142136109534,-0.0829884107002953,0.0225709115846047
"158",-0.0135774383384921,0.0747048043702374,-0.0362695975165492,-0.000345875756069901,-0.0245118927591263
"159",-0.0297307925325242,-0.0296639833600282,0.00274978542766647,0.0239678972095738,0.0326770932553117
"160",0.119352355586401,-0.0024540616954054,0.0110679277835526,-0.143279635938891,0.0153134142643432
"161",0.0107327646146031,0.0195857913347987,-0.119231321061074,-0.0492748448356295,0.138187609947302
"162",0.0660890243825171,-0.168830869090283,0.126371521923625,0.00960232863293936,-0.033232005848799
"163",-0.168101903607344,0.191625063386447,-0.0785430582552808,-0.020089849388283,0.0751097478644605
"164",-0.0346415302615393,-0.0326662259787856,-0.0382286148625228,0.0539175672493821,0.0516188038534655
"165",-0.0802029014716076,-0.0649085135524715,0.0305471681781894,0.123701040178006,-0.00913679333211586
"166",-0.11762401990844,0.0217726134932502,0.0607799117280849,0.0568669180190649,-0.0217954233319604
"167",0.00234960138215763,-0.028723924769193,0.00655960313779921,-0.00896819021715153,0.0287829104663875
"168",0.0140061790982411,0.0973348186045425,-0.0055465731533474,-0.130850890375163,0.0250564658257262
"169",0.0367708951339503,0.107064554820478,-0.00150984384720609,-0.0663700533636822,-0.07595555274354
"170",-0.00268359136474867,0.00146213586856346,-0.172424155540538,0.14630473043832,0.0273408805984039
"171",0.11600109731718,0.0371663916618966,0.0508609814401119,-0.201452159805914,-0.00257631061327408
"172",-0.0269690803566512,0.0429852912902987,0.0816594510819134,0.0329211182473431,-0.130596780262904
"173",-0.233517777841651,0.355652166034319,0.243233617965297,-0.0585854576803294,-0.306782548477636
"174",0.0482393480558998,0.0843026501847176,-0.165545763145439,-0.0407920463410313,0.073795811245853
"175",0.00555331926599157,0.0125539721155619,0.00655076131674459,0.0102013579025758,-0.0348594106008742
"176",0.044182865166401,-0.0330738158158626,0.0576278112354049,0.0115992348276437,-0.0803360954135871
"177",-0.00233381151629819,0.00516512596279011,0.0214575486290699,-0.00961011020155526,-0.0146787528740066
"178",-0.00382944500014735,-0.0157496317658024,0.0697488265889892,-0.0800321215950656,0.0298623717720261
"179",0.00407013440879205,-0.0539909716983215,0.00484926329973853,0.0589784814103894,-0.0139069074205983
"180",0.0137850246015962,0.0198159985176438,-0.0288681653996033,-0.0340992868713626,0.029366429151726
"181",-0.0244487666650754,0.03969787676254,-0.0292021770404158,0.00867597158793295,0.0052770953550182
"182",-0.0272048231303837,0.0992728390843651,0.0345504153875958,-0.0990028223173249,-0.00761560902425209
"183",0.0774170715365022,0.0784709980954525,-0.0842876036374828,-0.187069368845757,0.115468902851285
"184",-0.107225485344743,0.0507185451369787,-0.123869581611829,0.209626459025083,-0.0292499372054897
"185",-0.0146401128571325,0.0754155649681026,-0.0671082817860347,0.0279747410887248,-0.0216419114136603
"186",0.141814350129483,0.0539054433678951,0.0394335917993728,-0.12526477630173,-0.109888608995022
"187",0.0112809331551418,0.0270247838231474,-0.0837313232460419,0.135237622258885,-0.0898120159911312
"188",-0.00258841172052705,0.0979383136212673,-0.116843387476862,-0.0444039361921227,0.0658974217682431
"189",-0.00200094161247972,0.10262681812626,-0.122072417305472,-0.0627108894649505,0.0841574302566421
"190",-0.0302168531609209,0.111517558367299,0.000452495418758742,-0.0145335292013764,-0.0672196714237604
"191",0.0555105785100437,-0.0603785394027406,-0.017471163087564,-0.0417437403694492,0.0640828643497102
"192",0.163375033315065,0.00532997059164249,-0.0515505423995677,-0.232947172644214,0.115792711137073
"193",0.00779339811574887,-0.0341774492086365,0.0331006374697457,0.0485422417758722,-0.0552588281527303
