"clade","family","subfamily","species","specimen"
"MOUS","Muridae","Murinae","Tateomys rhinogradoides","AMNH 223968"
"MOUS","Muridae","Murinae","Tateomys rhinogradoides","AMNH 223968"
"MOUS","Muridae","Murinae","Tateomys rhinogradoides","AMNH 223968"
"MOUS","Muridae","Murinae","Tateomys rhinogradoides","AMNH 223968"
"MOUS","Muridae","Murinae","Tateomys rhinogradoides","AMNH 223968"
"MOUS","Muridae","Murinae","Tateomys rhinogradoides","AMNH 223968"
"MOUS","Muridae","Murinae","Tateomys rhinogradoides","AMNH 223968"
"MOUS","Cricetidae","Sigmodontinae","Thomasomys sp.","MUSM 40832"
"MOUS","Cricetidae","Sigmodontinae","Thomasomys sp.","MUSM 40832"
"MOUS","Cricetidae","Sigmodontinae","Thomasomys sp.","MUSM 40832"
"MOUS","Cricetidae","Sigmodontinae","Thomasomys sp.","MUSM 40832"
"MOUS","Cricetidae","Sigmodontinae","Thomasomys sp.","MUSM 40832"
"MOUS","Cricetidae","Sigmodontinae","Thomasomys sp.","MUSM 40832"
"MOUS","Cricetidae","Sigmodontinae","Thomasomys sp.","MUSM 40832"
"MOUS","Cricetidae","Sigmodontinae","Thomasomys sp.","MUSM 40832"
"MOUS","Cricetidae","Sigmodontinae","Thomasomys sp.","MUSM 40832"
"MOUS","Cricetidae","Sigmodontinae","Thomasomys sp.","MUSM 40832"
"MOUS","Cricetidae","Sigmodontinae","Thomasomys sp.","MUSM 40832"
"CTENO","Echimyidae","Eumysopinae","Thrichomys laurentius","NHM 3.10.1.118-221"
"CTENO","Echimyidae","Eumysopinae","Thrichomys laurentius","NHM 3.10.1.118-221"
"CTENO","Echimyidae","Eumysopinae","Thrichomys laurentius","NHM 3.10.1.118-221"
"CTENO","Echimyidae","Eumysopinae","Thrichomys laurentius","NHM 3.10.1.118-221"
"CTENO","Echimyidae","Eumysopinae","Thrichomys laurentius","NHM 3.10.1.118-221"
"CTENO","Echimyidae","Eumysopinae","Thrichomys laurentius","NHM 3.10.1.118-221"
"CTENO","Echimyidae","Eumysopinae","Thrichomys laurentius","NHM 3.10.1.118-221"
"CTENO","Echimyidae","Eumysopinae","Thrichomys laurentius","NHM 3.10.1.118-221"
"CTENO","Echimyidae","Eumysopinae","Thrichomys laurentius","NHM 3.10.1.118-221"
"CTENO","Echimyidae","Eumysopinae","Thrichomys laurentius","NHM 3.10.1.118-221"
"CTENO","Echimyidae","Eumysopinae","Thrichomys laurentius","NHM 3.10.1.118-221"
"CTENO","Thryonomyidae","","Thryonomys swinderianus","MNHN-ZM-MO 1996-41"
"CTENO","Thryonomyidae","","Thryonomys swinderianus","MNHN-ZM-MO 1996-41"
"CTENO","Thryonomyidae","","Thryonomys swinderianus","MNHN-ZM-MO 1996-41"
"CTENO","Thryonomyidae","","Thryonomys swinderianus","MNHN-ZM-MO 1996-41"
"CTENO","Thryonomyidae","","Thryonomys swinderianus","MNHN-ZM-MO 1996-41"
"CTENO","Thryonomyidae","","Thryonomys swinderianus","MNHN-ZM-MO 1996-41"
"CTENO","Thryonomyidae","","Thryonomys swinderianus","MNHN-ZM-MO 1996-41"
"CTENO","Thryonomyidae","","Thryonomys swinderianus","MNHN-ZM-MO 1996-41"
"CTENO","Thryonomyidae","","Thryonomys swinderianus","MNHN-ZM-MO 1996-41"
"CTENO","Thryonomyidae","","Thryonomys swinderianus","MNHN-ZM-MO 1996-41"
"CTENO","Thryonomyidae","","Thryonomys swinderianus","MNHN-ZM-MO 1996-41"
"MOUS","Cricetidae","Tylomyinae","Tylomys watsoni","USNM 460459"
"MOUS","Cricetidae","Tylomyinae","Tylomys watsoni","USNM 460459"
"MOUS","Cricetidae","Tylomyinae","Tylomys watsoni","USNM 460459"
"MOUS","Cricetidae","Tylomyinae","Tylomys watsoni","USNM 460459"
"MOUS","Cricetidae","Tylomyinae","Tylomys watsoni","USNM 460459"
"MOUS","Cricetidae","Tylomyinae","Tylomys watsoni","USNM 460459"
"MOUS","Cricetidae","Tylomyinae","Tylomys watsoni","USNM 460459"
"MOUS","Cricetidae","Tylomyinae","Tylomys watsoni","USNM 460459"
"MOUS","Cricetidae","Tylomyinae","Tylomys watsoni","USNM 460459"
"MOUS","Cricetidae","Tylomyinae","Tylomys watsoni","USNM 460459"
"MOUS","Cricetidae","Tylomyinae","Tylomys watsoni","USNM 460459"
"MOUS","Cricetidae","Tylomyinae","Tylomys watsoni","USNM 460459"
"MOUS","Cricetidae","Tylomyinae","Tylomys watsoni","USNM 460459"
"MOUS","Cricetidae","Tylomyinae","Tylomys watsoni","USNM 460459"
"MOUS","Muridae","Murinae","Zelotomys woosnami","NHM 1910.6.3.86"
"MOUS","Muridae","Murinae","Zelotomys woosnami","NHM 1910.6.3.86"
"MOUS","Muridae","Murinae","Zelotomys woosnami","NHM 1910.6.3.86"
"MOUS","Muridae","Murinae","Zelotomys woosnami","NHM 1910.6.3.86"
"MOUS","Muridae","Murinae","Zelotomys woosnami","NHM 1910.6.3.86"
"MOUS","Muridae","Murinae","Zelotomys woosnami","NHM 1910.6.3.86"
"MOUS","Muridae","Murinae","Zelotomys woosnami","NHM 1910.6.3.86"
"MOUS","Muridae","Murinae","Zelotomys woosnami","NHM 1910.6.3.86"
"MOUS","Muridae","Murinae","Zelotomys woosnami","NHM 1910.6.3.86"
"MOUS","Muridae","Murinae","Zelotomys woosnami","NHM 1910.6.3.86"
"MOUS","Muridae","Murinae","Zelotomys woosnami","NHM 1910.6.3.86"
"MOUS","Muridae","Murinae","Zelotomys woosnami","NHM 1910.6.3.86"
"MOUS","Muridae","Murinae","Zelotomys woosnami","NHM 1910.6.3.86"
"MOUS","Cricetidae","Sigmodontinae","Zygodontomys brevicauda","JAGUARS M1376"
"MOUS","Cricetidae","Sigmodontinae","Zygodontomys brevicauda","JAGUARS M1376"
"MOUS","Cricetidae","Sigmodontinae","Zygodontomys brevicauda","JAGUARS M1376"
"MOUS","Cricetidae","Sigmodontinae","Zygodontomys brevicauda","JAGUARS M1376"
"MOUS","Cricetidae","Sigmodontinae","Zygodontomys brevicauda","JAGUARS M1376"
"MOUS","Cricetidae","Sigmodontinae","Zygodontomys brevicauda","JAGUARS M1376"
"MOUS","Cricetidae","Sigmodontinae","Zygodontomys brevicauda","JAGUARS M1376"
"MOUS","Cricetidae","Sigmodontinae","Zygodontomys brevicauda","JAGUARS M1376"
"MOUS","Cricetidae","Sigmodontinae","Zygodontomys brevicauda","JAGUARS M1376"
"MOUS","Cricetidae","Sigmodontinae","Zygodontomys brevicauda","JAGUARS M1376"
"MOUS","Cricetidae","Sigmodontinae","Zygodontomys brevicauda","JAGUARS M1376"
"MOUS","Cricetidae","Sigmodontinae","Zygodontomys brevicauda","JAGUARS M1376"
"MOUS","Cricetidae","Sigmodontinae","Zygodontomys brevicauda","JAGUARS M1376"
"SQUIR","Aplodontidae","","Aplodontia rufa","UM 806V"
"SQUIR","Aplodontidae","","Aplodontia rufa","UM 806V"
"SQUIR","Aplodontidae","","Aplodontia rufa","UM 806V"
"SQUIR","Aplodontidae","","Aplodontia rufa","UM 806V"
"SQUIR","Aplodontidae","","Aplodontia rufa","UM 806V"
"SQUIR","Aplodontidae","","Aplodontia rufa","UM 806V"
"SQUIR","Aplodontidae","","Aplodontia rufa","UM 806V"
"SQUIR","Aplodontidae","","Aplodontia rufa","UM 806V"
"SQUIR","Aplodontidae","","Aplodontia rufa","UM 806V"
"SQUIR","Aplodontidae","","Aplodontia rufa","UM 806V"
"SQUIR","Aplodontidae","","Aplodontia rufa","UM 806V"
"SQUIR","Aplodontidae","","Aplodontia rufa","UM 806V"
"SQUIR","Aplodontidae","","Aplodontia rufa","UM 806V"
"SQUIR","Aplodontidae","","Aplodontia rufa","UM 806V"
"MOUS","Muridae","Murinae","Apomys banahao","P0032"
"MOUS","Muridae","Murinae","Apomys banahao","P0032"
"MOUS","Muridae","Murinae","Apomys banahao","P0032"
"MOUS","Muridae","Murinae","Apomys banahao","P0032"
"MOUS","Muridae","Murinae","Apomys banahao","P0032"
"MOUS","Muridae","Murinae","Apomys banahao","P0032"
"MOUS","Muridae","Murinae","Apomys banahao","P0032"
"MOUS","Muridae","Murinae","Apomys banahao","P0032"
"MOUS","Muridae","Murinae","Apomys banahao","P0032"
"MOUS","Muridae","Murinae","Apomys banahao","P0032"
"MOUS","Muridae","Murinae","Apomys banahao","P0032"
"MOUS","Muridae","Murinae","Apomys banahao","P0045"
"MOUS","Muridae","Murinae","Apomys banahao","P0045"
"MOUS","Muridae","Murinae","Apomys banahao","P0045"
"MOUS","Muridae","Murinae","Apomys banahao","P0045"
"MOUS","Muridae","Murinae","Apomys banahao","P0045"
"MOUS","Muridae","Murinae","Apomys banahao","P0045"
"MOUS","Muridae","Murinae","Apomys banahao","P0045"
"MOUS","Muridae","Murinae","Apomys banahao","P0045"
"MOUS","Muridae","Murinae","Apomys banahao","P0045"
"MOUS","Muridae","Murinae","Apomys banahao","P0045"
"MOUS","Muridae","Murinae","Apomys banahao","P0045"
"MOUS","Muridae","Murinae","Apomys banahao","P0064"
"MOUS","Muridae","Murinae","Apomys banahao","P0064"
"MOUS","Muridae","Murinae","Apomys banahao","P0064"
"MOUS","Muridae","Murinae","Apomys banahao","P0064"
"MOUS","Muridae","Murinae","Apomys banahao","P0064"
"MOUS","Muridae","Murinae","Apomys banahao","P0064"
"MOUS","Muridae","Murinae","Apomys banahao","P0064"
"MOUS","Muridae","Murinae","Apomys banahao","P0064"
"MOUS","Muridae","Murinae","Apomys banahao","P0064"
"MOUS","Muridae","Murinae","Apomys banahao","P0064"
"MOUS","Muridae","Murinae","Apomys banahao","P0064"
"MOUS","Muridae","Murinae","Apomys banahao","P0067"
"MOUS","Muridae","Murinae","Apomys banahao","P0067"
"MOUS","Muridae","Murinae","Apomys banahao","P0067"
"MOUS","Muridae","Murinae","Apomys banahao","P0067"
"MOUS","Muridae","Murinae","Apomys banahao","P0067"
"MOUS","Muridae","Murinae","Apomys banahao","P0067"
"MOUS","Muridae","Murinae","Apomys banahao","P0067"
"MOUS","Muridae","Murinae","Apomys banahao","P0067"
"MOUS","Muridae","Murinae","Apomys banahao","P0067"
"MOUS","Muridae","Murinae","Apomys banahao","P0067"
"MOUS","Muridae","Murinae","Apomys banahao","P0067"
"CTENO","Bathyergidae","","Bathyergus suillus","BS13"
"CTENO","Bathyergidae","","Bathyergus suillus","BS13"
"CTENO","Bathyergidae","","Bathyergus suillus","BS13"
"CTENO","Bathyergidae","","Bathyergus suillus","BS13"
"CTENO","Bathyergidae","","Bathyergus suillus","BS13"
"CTENO","Bathyergidae","","Bathyergus suillus","BS13"
"CTENO","Bathyergidae","","Bathyergus suillus","BS13"
"CTENO","Bathyergidae","","Bathyergus suillus","BS13"
"CTENO","Bathyergidae","","Bathyergus suillus","BS13"
"CTENO","Bathyergidae","","Bathyergus suillus","BS13"
"CTENO","Bathyergidae","","Bathyergus suillus","BS13"
"CTENO","Bathyergidae","","Bathyergus suillus","BS13"
"CTENO","Bathyergidae","","Bathyergus suillus","BS13"
"CTENO","Bathyergidae","","Bathyergus suillus","BS13"
"CTENO","Bathyergidae","","Bathyergus suillus","BS13"
"CTENO","Bathyergidae","","Bathyergus suillus","BS13"
"CTENO","Bathyergidae","","Bathyergus suillus","BS13"
"CTENO","Bathyergidae","","Bathyergus suillus","BS13"
"CTENO","Bathyergidae","","Bathyergus suillus","BS2"
"CTENO","Bathyergidae","","Bathyergus suillus","BS2"
"CTENO","Bathyergidae","","Bathyergus suillus","BS2"
"CTENO","Bathyergidae","","Bathyergus suillus","BS2"
"CTENO","Bathyergidae","","Bathyergus suillus","BS2"
"CTENO","Bathyergidae","","Bathyergus suillus","BS2"
"CTENO","Bathyergidae","","Bathyergus suillus","BS2"
"CTENO","Bathyergidae","","Bathyergus suillus","BS2"
"CTENO","Bathyergidae","","Bathyergus suillus","BS2"
"CTENO","Bathyergidae","","Bathyergus suillus","BS2"
"CTENO","Bathyergidae","","Bathyergus suillus","BS2"
"CTENO","Bathyergidae","","Bathyergus suillus","BS2"
"CTENO","Bathyergidae","","Bathyergus suillus","BS2"
"CTENO","Bathyergidae","","Bathyergus suillus","BS2"
"CTENO","Bathyergidae","","Bathyergus suillus","BS2"
"CTENO","Bathyergidae","","Bathyergus suillus","BS2"
"CTENO","Bathyergidae","","Bathyergus suillus","BS2"
"CTENO","Bathyergidae","","Bathyergus suillus","BS2"
"CTENO","Bathyergidae","","Bathyergus suillus","BS4"
"CTENO","Bathyergidae","","Bathyergus suillus","BS4"
"CTENO","Bathyergidae","","Bathyergus suillus","BS4"
"CTENO","Bathyergidae","","Bathyergus suillus","BS4"
"CTENO","Bathyergidae","","Bathyergus suillus","BS4"
"CTENO","Bathyergidae","","Bathyergus suillus","BS4"
"CTENO","Bathyergidae","","Bathyergus suillus","BS4"
"CTENO","Bathyergidae","","Bathyergus suillus","BS4"
"CTENO","Bathyergidae","","Bathyergus suillus","BS4"
"CTENO","Bathyergidae","","Bathyergus suillus","BS4"
"CTENO","Bathyergidae","","Bathyergus suillus","BS4"
"CTENO","Bathyergidae","","Bathyergus suillus","BS4"
"CTENO","Bathyergidae","","Bathyergus suillus","BS4"
"CTENO","Bathyergidae","","Bathyergus suillus","BS4"
"CTENO","Bathyergidae","","Bathyergus suillus","BS8"
"CTENO","Bathyergidae","","Bathyergus suillus","BS8"
"CTENO","Bathyergidae","","Bathyergus suillus","BS8"
"CTENO","Bathyergidae","","Bathyergus suillus","BS8"
"CTENO","Bathyergidae","","Bathyergus suillus","BS8"
"CTENO","Bathyergidae","","Bathyergus suillus","BS8"
"CTENO","Bathyergidae","","Bathyergus suillus","BS8"
"CTENO","Bathyergidae","","Bathyergus suillus","BS8"
"CTENO","Bathyergidae","","Bathyergus suillus","BS8"
"CTENO","Bathyergidae","","Bathyergus suillus","BS8"
"CTENO","Bathyergidae","","Bathyergus suillus","BS8"
"CTENO","Bathyergidae","","Bathyergus suillus","BS8"
"CTENO","Bathyergidae","","Bathyergus suillus","BS8"
"CTENO","Bathyergidae","","Bathyergus suillus","BS8"
"CTENO","Bathyergidae","","Bathyergus suillus","BS8"
"CTENO","Bathyergidae","","Bathyergus suillus","BS8"
"CTENO","Bathyergidae","","Bathyergus suillus","BS8"
"MOUS","Muridae","Murinae","Berylmys bowersi","7219"
"MOUS","Muridae","Murinae","Berylmys bowersi","7219"
"MOUS","Muridae","Murinae","Berylmys bowersi","7219"
"MOUS","Muridae","Murinae","Berylmys bowersi","7219"
"MOUS","Muridae","Murinae","Berylmys bowersi","7219"
"MOUS","Muridae","Murinae","Berylmys bowersi","7219"
"MOUS","Muridae","Murinae","Berylmys bowersi","7219"
"MOUS","Muridae","Murinae","Berylmys bowersi","7219"
"MOUS","Muridae","Murinae","Berylmys bowersi","7219"
"MOUS","Muridae","Murinae","Berylmys bowersi","7219"
"MOUS","Muridae","Murinae","Berylmys bowersi","7219"
"MOUS","Muridae","Murinae","Berylmys bowersi","7220"
"MOUS","Muridae","Murinae","Berylmys bowersi","7220"
"MOUS","Muridae","Murinae","Berylmys bowersi","7220"
"MOUS","Muridae","Murinae","Berylmys bowersi","7220"
"MOUS","Muridae","Murinae","Berylmys bowersi","7220"
"MOUS","Muridae","Murinae","Berylmys bowersi","7220"
"MOUS","Muridae","Murinae","Berylmys bowersi","7220"
"MOUS","Muridae","Murinae","Berylmys bowersi","7220"
"MOUS","Muridae","Murinae","Berylmys bowersi","7220"
"MOUS","Muridae","Murinae","Berylmys bowersi","7220"
"MOUS","Muridae","Murinae","Berylmys bowersi","7220"
"MOUS","Muridae","Murinae","Berylmys bowersi","7221"
"MOUS","Muridae","Murinae","Berylmys bowersi","7221"
"MOUS","Muridae","Murinae","Berylmys bowersi","7221"
"MOUS","Muridae","Murinae","Berylmys bowersi","7221"
"MOUS","Muridae","Murinae","Berylmys bowersi","7221"
"MOUS","Muridae","Murinae","Berylmys bowersi","7221"
"MOUS","Muridae","Murinae","Berylmys bowersi","7221"
"MOUS","Muridae","Murinae","Berylmys bowersi","7221"
"MOUS","Muridae","Murinae","Berylmys bowersi","7221"
"MOUS","Muridae","Murinae","Berylmys bowersi","7221"
"MOUS","Muridae","Murinae","Berylmys bowersi","7221"
"MOUS","Muridae","Murinae","Chiropodomys gliroides","BORN014"
"MOUS","Muridae","Murinae","Chiropodomys gliroides","BORN014"
"MOUS","Muridae","Murinae","Chiropodomys gliroides","BORN014"
"MOUS","Muridae","Murinae","Chiropodomys gliroides","BORN014"
"MOUS","Muridae","Murinae","Chiropodomys gliroides","BORN014"
"MOUS","Muridae","Murinae","Chiropodomys gliroides","BORN014"
"MOUS","Muridae","Murinae","Chiropodomys gliroides","BORN014"
"MOUS","Muridae","Murinae","Chiropodomys gliroides","BORN014"
"MOUS","Muridae","Murinae","Chiropodomys gliroides","BORN014"
"MOUS","Muridae","Murinae","Chiropodomys gliroides","BORN014"
"MOUS","Muridae","Murinae","Chiropodomys gliroides","BORN014"
"MOUS","Muridae","Murinae","Chiropodomys major","BORN678"
"MOUS","Muridae","Murinae","Chiropodomys major","BORN678"
"MOUS","Muridae","Murinae","Chiropodomys major","BORN678"
"MOUS","Muridae","Murinae","Chiropodomys major","BORN678"
"MOUS","Muridae","Murinae","Chiropodomys major","BORN678"
"MOUS","Muridae","Murinae","Chiropodomys major","BORN678"
"MOUS","Muridae","Murinae","Chiropodomys major","BORN678"
"MOUS","Muridae","Murinae","Chiropodomys major","BORN678"
"MOUS","Muridae","Murinae","Chiropodomys major","BORN678"
"MOUS","Muridae","Murinae","Chiropodomys major","BORN678"
"MOUS","Muridae","Murinae","Chiropodomys major","BORN678"
"MOUS","Muridae","Murinae","Chrotomys mindorensis","FMNH 222107"
"MOUS","Muridae","Murinae","Chrotomys mindorensis","FMNH 222107"
"MOUS","Muridae","Murinae","Chrotomys mindorensis","FMNH 222107"
"MOUS","Muridae","Murinae","Chrotomys mindorensis","FMNH 222107"
"MOUS","Muridae","Murinae","Chrotomys mindorensis","FMNH 222107"
"MOUS","Muridae","Murinae","Chrotomys mindorensis","FMNH 222107"
"MOUS","Muridae","Murinae","Chrotomys mindorensis","FMNH 222107"
"MOUS","Muridae","Murinae","Chrotomys mindorensis","FMNH 222107"
"MOUS","Muridae","Murinae","Chrotomys mindorensis","FMNH 222107"
"MOUS","Muridae","Murinae","Chrotomys mindorensis","FMNH 222107"
"MOUS","Muridae","Murinae","Chrotomys mindorensis","FMNH 222107"
"MOUS","Muridae","Murinae","Chrotomys mindorensis","FMNH 222111"
"MOUS","Muridae","Murinae","Chrotomys mindorensis","FMNH 222111"
"MOUS","Muridae","Murinae","Chrotomys mindorensis","FMNH 222111"
"MOUS","Muridae","Murinae","Chrotomys mindorensis","FMNH 222111"
"MOUS","Muridae","Murinae","Chrotomys mindorensis","FMNH 222111"
"MOUS","Muridae","Murinae","Chrotomys mindorensis","FMNH 222111"
"MOUS","Muridae","Murinae","Chrotomys mindorensis","FMNH 222111"
"MOUS","Muridae","Murinae","Chrotomys mindorensis","FMNH 222111"
"MOUS","Muridae","Murinae","Chrotomys mindorensis","FMNH 222111"
"MOUS","Muridae","Murinae","Chrotomys mindorensis","FMNH 222111"
"MOUS","Muridae","Murinae","Chrotomys mindorensis","FMNH 222111"
"CTENO","Bathyergidae","","Cryptomys hottentotus","CHHB"
"CTENO","Bathyergidae","","Cryptomys hottentotus","CHHB"
"CTENO","Bathyergidae","","Cryptomys hottentotus","CHHB"
"CTENO","Bathyergidae","","Cryptomys hottentotus","CHHB"
"CTENO","Bathyergidae","","Cryptomys hottentotus","CHHB"
"CTENO","Bathyergidae","","Cryptomys hottentotus","CHHB"
"CTENO","Bathyergidae","","Cryptomys hottentotus","CHHB"
"CTENO","Bathyergidae","","Cryptomys hottentotus","CHHB"
"CTENO","Bathyergidae","","Cryptomys hottentotus","CHHB"
"CTENO","Bathyergidae","","Cryptomys hottentotus","CHHB"
"CTENO","Bathyergidae","","Cryptomys hottentotus","CHHB"
"CTENO","Bathyergidae","","Cryptomys hottentotus","CHHB"
"CTENO","Bathyergidae","","Cryptomys hottentotus","CHHB"
"CTENO","Bathyergidae","","Cryptomys hottentotus","CHHB"
"CTENO","Bathyergidae","","Cryptomys hottentotus","CHHB"
"CTENO","Bathyergidae","","Cryptomys hottentotus","CHHB"
"CTENO","Bathyergidae","","Cryptomys hottentotus","CHHB"
"CTENO","Bathyergidae","","Cryptomys hottentotus","CHMR3"
"CTENO","Bathyergidae","","Cryptomys hottentotus","CHMR3"
"CTENO","Bathyergidae","","Cryptomys hottentotus","CHMR3"
"CTENO","Bathyergidae","","Cryptomys hottentotus","CHMR3"
"CTENO","Bathyergidae","","Cryptomys hottentotus","CHMR3"
"CTENO","Bathyergidae","","Cryptomys hottentotus","CHMR3"
"CTENO","Bathyergidae","","Cryptomys hottentotus","CHMR3"
"CTENO","Bathyergidae","","Cryptomys hottentotus","CHMR3"
"CTENO","Bathyergidae","","Cryptomys hottentotus","CHMR3"
"CTENO","Bathyergidae","","Cryptomys hottentotus","CHMR3"
"CTENO","Bathyergidae","","Cryptomys hottentotus","CHMR3"
"CTENO","Bathyergidae","","Cryptomys hottentotus","CHMR3"
"CTENO","Bathyergidae","","Cryptomys hottentotus","CHMR3"
"CTENO","Bathyergidae","","Cryptomys hottentotus","CHMR3"
"CTENO","Bathyergidae","","Cryptomys hottentotus","CHMR3"
"CTENO","Bathyergidae","","Cryptomys hottentotus","CHMR3"
"CTENO","Bathyergidae","","Cryptomys hottentotus","CHMR3"
"CTENO","Bathyergidae","","Cryptomys hottentotus","CHPA"
"CTENO","Bathyergidae","","Cryptomys hottentotus","CHPA"
"CTENO","Bathyergidae","","Cryptomys hottentotus","CHPA"
"CTENO","Bathyergidae","","Cryptomys hottentotus","CHPA"
"CTENO","Bathyergidae","","Cryptomys hottentotus","CHPA"
"CTENO","Bathyergidae","","Cryptomys hottentotus","CHPA"
"CTENO","Bathyergidae","","Cryptomys hottentotus","CHPA"
"CTENO","Bathyergidae","","Cryptomys hottentotus","CHPA"
"CTENO","Bathyergidae","","Cryptomys hottentotus","CHPA"
"CTENO","Bathyergidae","","Cryptomys hottentotus","CHPA"
"CTENO","Bathyergidae","","Cryptomys hottentotus","CHPA"
"CTENO","Bathyergidae","","Cryptomys hottentotus","CHPA"
"CTENO","Bathyergidae","","Cryptomys hottentotus","CHPA"
"CTENO","Bathyergidae","","Cryptomys hottentotus","CHPA"
"CTENO","Bathyergidae","","Cryptomys hottentotus","CHPA"
"CTENO","Bathyergidae","","Cryptomys hottentotus","CHPA"
"CTENO","Bathyergidae","","Cryptomys hottentotus","CHPA"
"CTENO","Bathyergidae","","Cryptomys hottentotus","CHPB"
"CTENO","Bathyergidae","","Cryptomys hottentotus","CHPB"
"CTENO","Bathyergidae","","Cryptomys hottentotus","CHPB"
"CTENO","Bathyergidae","","Cryptomys hottentotus","CHPB"
"CTENO","Bathyergidae","","Cryptomys hottentotus","CHPB"
"CTENO","Bathyergidae","","Cryptomys hottentotus","CHPB"
"CTENO","Bathyergidae","","Cryptomys hottentotus","CHPB"
"CTENO","Bathyergidae","","Cryptomys hottentotus","CHPB"
"CTENO","Bathyergidae","","Cryptomys hottentotus","CHPB"
"CTENO","Bathyergidae","","Cryptomys hottentotus","CHPB"
"CTENO","Bathyergidae","","Cryptomys hottentotus","CHPB"
"CTENO","Bathyergidae","","Cryptomys hottentotus","CHPB"
"CTENO","Bathyergidae","","Cryptomys hottentotus","CHPB"
"CTENO","Bathyergidae","","Cryptomys hottentotus","CHPB"
"CTENO","Bathyergidae","","Cryptomys hottentotus","CHPB"
"CTENO","Bathyergidae","","Cryptomys hottentotus","CHPB"
"CTENO","Bathyergidae","","Cryptomys hottentotus","CHPB"
"MOUS","Muridae","Deomyinae","Deomys ferrugineus","MNHN-ZM-MO"
"MOUS","Muridae","Deomyinae","Deomys ferrugineus","MNHN-ZM-MO"
"MOUS","Muridae","Deomyinae","Deomys ferrugineus","MNHN-ZM-MO"
"MOUS","Muridae","Deomyinae","Deomys ferrugineus","MNHN-ZM-MO"
"MOUS","Muridae","Deomyinae","Deomys ferrugineus","MNHN-ZM-MO"
"MOUS","Muridae","Deomyinae","Deomys ferrugineus","MNHN-ZM-MO"
"MOUS","Muridae","Deomyinae","Deomys ferrugineus","MNHN-ZM-MO"
"MOUS","Muridae","Deomyinae","Deomys ferrugineus","MNHN-ZM-MO"
"MOUS","Muridae","Deomyinae","Deomys ferrugineus","MNHN-ZM-MO"
"MOUS","Muridae","Deomyinae","Deomys ferrugineus","MNHN-ZM-MO"
"MOUS","Muridae","Deomyinae","Deomys ferrugineus","MNHN-ZM-MO"
"MOUS","Heteromyidae","Dipodomyinae","Dipodomys merriami","UWBM 37549"
"MOUS","Heteromyidae","Dipodomyinae","Dipodomys merriami","UWBM 37549"
"MOUS","Heteromyidae","Dipodomyinae","Dipodomys merriami","UWBM 37549"
"MOUS","Heteromyidae","Dipodomyinae","Dipodomys merriami","UWBM 37549"
"MOUS","Heteromyidae","Dipodomyinae","Dipodomys merriami","UWBM 37549"
"MOUS","Heteromyidae","Dipodomyinae","Dipodomys merriami","UWBM 37549"
"MOUS","Heteromyidae","Dipodomyinae","Dipodomys merriami","UWBM 37549"
"MOUS","Heteromyidae","Dipodomyinae","Dipodomys merriami","UWBM 37549"
"MOUS","Heteromyidae","Dipodomyinae","Dipodomys merriami","UWBM 37549"
"MOUS","Heteromyidae","Dipodomyinae","Dipodomys merriami","UWBM 37549"
"MOUS","Heteromyidae","Dipodomyinae","Dipodomys merriami","UWBM 37549"
"MOUS","Heteromyidae","Dipodomyinae","Dipodomys merriami","UWBM 37549"
"MOUS","Muridae","Murinae","Echiothrix leucura","kcr2456"
"MOUS","Muridae","Murinae","Echiothrix leucura","kcr2456"
"MOUS","Muridae","Murinae","Echiothrix leucura","kcr2456"
"MOUS","Muridae","Murinae","Echiothrix leucura","kcr2456"
"MOUS","Muridae","Murinae","Echiothrix leucura","kcr2456"
"MOUS","Muridae","Murinae","Echiothrix leucura","kcr2456"
"MOUS","Muridae","Murinae","Echiothrix leucura","kcr2456"
"MOUS","Muridae","Murinae","Echiothrix leucura","kcr2456"
"MOUS","Muridae","Murinae","Echiothrix leucura","kcr2456"
"MOUS","Muridae","Murinae","Echiothrix leucura","kcr2456"
"MOUS","Muridae","Murinae","Echiothrix leucura","kcr2456"
"MOUS","Muridae","Murinae","Echiothrix sp.","SUISSE"
"MOUS","Muridae","Murinae","Echiothrix sp.","SUISSE"
"MOUS","Muridae","Murinae","Echiothrix sp.","SUISSE"
"MOUS","Muridae","Murinae","Echiothrix sp.","SUISSE"
"MOUS","Muridae","Murinae","Echiothrix sp.","SUISSE"
"MOUS","Muridae","Murinae","Echiothrix sp.","SUISSE"
"MOUS","Muridae","Murinae","Echiothrix sp.","SUISSE"
"MOUS","Muridae","Murinae","Echiothrix sp.","SUISSE"
"MOUS","Muridae","Murinae","Echiothrix sp.","SUISSE"
"MOUS","Muridae","Murinae","Echiothrix sp.","SUISSE"
"MOUS","Muridae","Murinae","Echiothrix sp.","SUISSE"
"CTENO","Bathyergidae","","Fukomys anselli","Fans 840. Transp. 9679"
"CTENO","Bathyergidae","","Fukomys anselli","Fans 840. Transp. 9679"
"CTENO","Bathyergidae","","Fukomys anselli","Fans 840. Transp. 9679"
"CTENO","Bathyergidae","","Fukomys anselli","Fans 840. Transp. 9679"
"CTENO","Bathyergidae","","Fukomys anselli","Fans 840. Transp. 9679"
"CTENO","Bathyergidae","","Fukomys anselli","Fans 840. Transp. 9679"
"CTENO","Bathyergidae","","Fukomys anselli","Fans 840. Transp. 9679"
"CTENO","Bathyergidae","","Fukomys anselli","Fans 840. Transp. 9679"
