"clade","family","subfamily","species","specimen"
"MOUS","Muridae","Lophiomyinae","Lophiomys imhausi","NHM unreg"
"MOUS","Muridae","Lophiomyinae","Lophiomys imhausi","NHM unreg"
"MOUS","Muridae","Murinae","Lorentzimys nouhuysi","CBUN MW-2700-131"
"MOUS","Muridae","Murinae","Lorentzimys nouhuysi","CBUN MW-2700-131"
"MOUS","Muridae","Murinae","Lorentzimys nouhuysi","CBUN MW-2700-131"
"MOUS","Muridae","Murinae","Lorentzimys nouhuysi","CBUN MW-2700-131"
"MOUS","Muridae","Murinae","Lorentzimys nouhuysi","CBUN MW-2700-131"
"MOUS","Muridae","Murinae","Lorentzimys nouhuysi","CBUN MW-2700-131"
"MOUS","Muridae","Murinae","Lorentzimys nouhuysi","CBUN MW-2700-131"
"MOUS","Muridae","Murinae","Lorentzimys nouhuysi","CBUN MW-2700-131"
"MOUS","Muridae","Murinae","Lorentzimys nouhuysi","CBUN MW-2700-131"
"MOUS","Muridae","Murinae","Lorentzimys nouhuysi","CBUN MW-2700-131"
"MOUS","Muridae","Murinae","Lorentzimys nouhuysi","CBUN MW-2700-131"
"MOUS","Muridae","Murinae","Lorentzimys nouhuysi","CBUN MW-2700-131"
"MOUS","Muridae","Murinae","Lorentzimys nouhuysi","CBUN MW-2700-131"
"MOUS","Muridae","Murinae","Macruromys sp.","CBUN FR 1200-029"
"MOUS","Muridae","Murinae","Macruromys sp.","CBUN FR 1200-029"
"MOUS","Muridae","Murinae","Macruromys sp.","CBUN FR 1200-029"
"MOUS","Muridae","Murinae","Macruromys sp.","CBUN FR 1200-029"
"MOUS","Muridae","Murinae","Macruromys sp.","CBUN FR 1200-029"
"MOUS","Muridae","Murinae","Macruromys sp.","CBUN FR 1200-029"
"MOUS","Muridae","Murinae","Macruromys sp.","CBUN FR 1200-029"
"MOUS","Muridae","Murinae","Macruromys sp.","CBUN FR 1200-029"
"MOUS","Muridae","Murinae","Macruromys sp.","CBUN FR 1200-029"
"MOUS","Muridae","Murinae","Macruromys sp.","CBUN FR 1200-029"
"MOUS","Muridae","Murinae","Macruromys sp.","CBUN FR 1200-029"
"MOUS","Muridae","Murinae","Macruromys sp.","CBUN FR 1200-029"
"CTENO","Echimyidae","Echimyinae","Makalata didelphoides","UM V36-40"
"CTENO","Echimyidae","Echimyinae","Makalata didelphoides","UM V36-40"
"CTENO","Echimyidae","Echimyinae","Makalata didelphoides","UM V36-40"
"CTENO","Echimyidae","Echimyinae","Makalata didelphoides","UM V36-40"
"CTENO","Echimyidae","Echimyinae","Makalata didelphoides","UM V36-40"
"CTENO","Echimyidae","Echimyinae","Makalata didelphoides","UM V36-40"
"CTENO","Echimyidae","Echimyinae","Makalata didelphoides","UM V36-40"
"CTENO","Echimyidae","Echimyinae","Makalata didelphoides","UM V36-40"
"CTENO","Echimyidae","Echimyinae","Makalata didelphoides","UM V36-40"
"CTENO","Echimyidae","Echimyinae","Makalata didelphoides","UM V36-40"
"CTENO","Echimyidae","Echimyinae","Makalata didelphoides","UM V36-40"
"CTENO","Echimyidae","Echimyinae","Makalata didelphoides","UM V36-40"
"MOUS","Nesomyidae","Dendromurinae","Malacothrix typica","NHM 1898.2.3.5"
"MOUS","Nesomyidae","Dendromurinae","Malacothrix typica","NHM 1898.2.3.5"
"MOUS","Nesomyidae","Dendromurinae","Malacothrix typica","NHM 1898.2.3.5"
"MOUS","Nesomyidae","Dendromurinae","Malacothrix typica","NHM 1898.2.3.5"
"MOUS","Nesomyidae","Dendromurinae","Malacothrix typica","NHM 1898.2.3.5"
"MOUS","Nesomyidae","Dendromurinae","Malacothrix typica","NHM 1898.2.3.5"
"MOUS","Nesomyidae","Dendromurinae","Malacothrix typica","NHM 1898.2.3.5"
"MOUS","Nesomyidae","Dendromurinae","Malacothrix typica","NHM 1898.2.3.5"
"MOUS","Nesomyidae","Dendromurinae","Malacothrix typica","NHM 1898.2.3.5"
"MOUS","Nesomyidae","Dendromurinae","Malacothrix typica","NHM 1898.2.3.5"
"CTENO","Ctenodactylidae","","Massoutiera mzabi","NHM 19.7.7.2880"
"CTENO","Ctenodactylidae","","Massoutiera mzabi","NHM 19.7.7.2880"
"CTENO","Ctenodactylidae","","Massoutiera mzabi","NHM 19.7.7.2880"
"CTENO","Ctenodactylidae","","Massoutiera mzabi","NHM 19.7.7.2880"
"CTENO","Ctenodactylidae","","Massoutiera mzabi","NHM 19.7.7.2880"
"CTENO","Ctenodactylidae","","Massoutiera mzabi","NHM 19.7.7.2880"
"CTENO","Ctenodactylidae","","Massoutiera mzabi","NHM 19.7.7.2880"
"CTENO","Ctenodactylidae","","Massoutiera mzabi","NHM 19.7.7.2880"
"CTENO","Ctenodactylidae","","Massoutiera mzabi","NHM 19.7.7.2880"
"CTENO","Ctenodactylidae","","Massoutiera mzabi","NHM 19.7.7.2880"
"CTENO","Ctenodactylidae","","Massoutiera mzabi","NHM 19.7.7.2880"
"CTENO","Ctenodactylidae","","Massoutiera mzabi","NHM 19.7.7.2880"
"MOUS","Muridae","Murinae","Mastacomys fuscus","MV C9999"
"MOUS","Muridae","Murinae","Mastacomys fuscus","MV C9999"
"MOUS","Muridae","Murinae","Mastacomys fuscus","MV C9999"
"MOUS","Muridae","Murinae","Mastacomys fuscus","MV C9999"
"MOUS","Muridae","Murinae","Mastacomys fuscus","MV C9999"
"MOUS","Muridae","Murinae","Mastacomys fuscus","MV C9999"
"MOUS","Muridae","Murinae","Mastacomys fuscus","MV C9999"
"MOUS","Muridae","Murinae","Mastacomys fuscus","MV C9999"
"MOUS","Muridae","Murinae","Mastacomys fuscus","MV C9999"
"MOUS","Muridae","Murinae","Mastacomys fuscus","MV C9999"
"MOUS","Muridae","Murinae","Mastacomys fuscus","MV C9999"
"MOUS","Muridae","Murinae","Mastacomys fuscus","MV C9999"
"MOUS","Muridae","Murinae","Mastacomys fuscus","MV C9999"
"MOUS","Muridae","Murinae","Mastomys natalensis","MNHN-ZM-MO 1993-168"
"MOUS","Muridae","Murinae","Mastomys natalensis","MNHN-ZM-MO 1993-168"
"MOUS","Muridae","Murinae","Mastomys natalensis","MNHN-ZM-MO 1993-168"
"MOUS","Muridae","Murinae","Mastomys natalensis","MNHN-ZM-MO 1993-168"
"MOUS","Muridae","Murinae","Mastomys natalensis","MNHN-ZM-MO 1993-168"
"MOUS","Muridae","Murinae","Mastomys natalensis","MNHN-ZM-MO 1993-168"
"MOUS","Muridae","Murinae","Mastomys natalensis","MNHN-ZM-MO 1993-168"
"MOUS","Muridae","Murinae","Mastomys natalensis","MNHN-ZM-MO 1993-168"
"MOUS","Muridae","Murinae","Mastomys natalensis","MNHN-ZM-MO 1993-168"
"MOUS","Muridae","Murinae","Mastomys natalensis","MNHN-ZM-MO 1993-168"
"MOUS","Muridae","Murinae","Mastomys natalensis","MNHN-ZM-MO 1993-168"
"MOUS","Muridae","Murinae","Mastomys natalensis","MNHN-ZM-MO 1993-168"
"MOUS","Muridae","Murinae","Mastomys natalensis","MNHN-ZM-MO 1993-168"
"MOUS","Muridae","Murinae","Pseudohydromys ellermani","CBUN FR 2200-043"
"MOUS","Muridae","Murinae","Pseudohydromys ellermani","CBUN FR 2200-043"
"MOUS","Muridae","Murinae","Pseudohydromys ellermani","CBUN FR 2200-043"
"MOUS","Muridae","Murinae","Pseudohydromys ellermani","CBUN FR 2200-043"
"MOUS","Muridae","Murinae","Pseudohydromys ellermani","CBUN FR 2200-043"
"MOUS","Muridae","Murinae","Pseudohydromys ellermani","CBUN FR 2200-043"
"MOUS","Muridae","Murinae","Pseudohydromys ellermani","CBUN FR 2200-043"
"MOUS","Muridae","Murinae","Pseudohydromys ellermani","CBUN FR 2200-043"
"MOUS","Muridae","Murinae","Pseudohydromys ellermani","CBUN FR 2200-043"
"MOUS","Muridae","Murinae","Pseudohydromys ellermani","CBUN FR 2200-043"
"MOUS","Muridae","Murinae","Pseudohydromys ellermani","CBUN FR 2200-043"
"MOUS","Muridae","Murinae","Pseudohydromys ellermani","CBUN FR 2200-043"
"MOUS","Muridae","Murinae","Melasmothrix naso","AMNH 225097"
"MOUS","Muridae","Murinae","Melasmothrix naso","AMNH 225097"
"MOUS","Muridae","Murinae","Melasmothrix naso","AMNH 225097"
"MOUS","Muridae","Murinae","Melasmothrix naso","AMNH 225097"
"MOUS","Muridae","Murinae","Melasmothrix naso","AMNH 225097"
"MOUS","Muridae","Murinae","Melasmothrix naso","AMNH 225097"
"MOUS","Muridae","Murinae","Melasmothrix naso","AMNH 225097"
"MOUS","Muridae","Murinae","Melasmothrix naso","AMNH 225097"
"MOUS","Muridae","Murinae","Melasmothrix naso","AMNH 225097"
"MOUS","Muridae","Murinae","Melasmothrix naso","AMNH 225097"
"MOUS","Muridae","Murinae","Melasmothrix naso","AMNH 225097"
"MOUS","Muridae","Murinae","Melasmothrix naso","AMNH 225097"
"MOUS","Muridae","Murinae","Melasmothrix naso","AMNH 225097"
"MOUS","Cricetidae","Cricetinae","Mesocricetus auratus","NHM 1992.42"
"MOUS","Cricetidae","Cricetinae","Mesocricetus auratus","NHM 1992.42"
"MOUS","Cricetidae","Cricetinae","Mesocricetus auratus","NHM 1992.42"
"MOUS","Cricetidae","Cricetinae","Mesocricetus auratus","NHM 1992.42"
"MOUS","Cricetidae","Cricetinae","Mesocricetus auratus","NHM 1992.42"
"MOUS","Cricetidae","Cricetinae","Mesocricetus auratus","NHM 1992.42"
"MOUS","Cricetidae","Cricetinae","Mesocricetus auratus","NHM 1992.42"
"MOUS","Cricetidae","Cricetinae","Mesocricetus auratus","NHM 1992.42"
"MOUS","Cricetidae","Cricetinae","Mesocricetus auratus","NHM 1992.42"
"MOUS","Cricetidae","Cricetinae","Mesocricetus auratus","NHM 1992.42"
"MOUS","Cricetidae","Cricetinae","Mesocricetus auratus","NHM 1992.42"
"MOUS","Cricetidae","Cricetinae","Mesocricetus auratus","NHM 1992.42"
"MOUS","Cricetidae","Cricetinae","Mesocricetus auratus","NHM 1992.42"
"MOUS","Cricetidae","Cricetinae","Mesocricetus auratus","NHM 1992.42"
"CTENO","Echimyidae","Eumysopinae","Mesomys hispidus","JAGUARS M1281"
"CTENO","Echimyidae","Eumysopinae","Mesomys hispidus","JAGUARS M1281"
"CTENO","Echimyidae","Eumysopinae","Mesomys hispidus","JAGUARS M1281"
"CTENO","Echimyidae","Eumysopinae","Mesomys hispidus","JAGUARS M1281"
"CTENO","Echimyidae","Eumysopinae","Mesomys hispidus","JAGUARS M1281"
"CTENO","Echimyidae","Eumysopinae","Mesomys hispidus","JAGUARS M1281"
"CTENO","Echimyidae","Eumysopinae","Mesomys hispidus","JAGUARS M1281"
"CTENO","Echimyidae","Eumysopinae","Mesomys hispidus","JAGUARS M1281"
"CTENO","Echimyidae","Eumysopinae","Mesomys hispidus","JAGUARS M1281"
"CTENO","Echimyidae","Eumysopinae","Mesomys hispidus","JAGUARS M1281"
"CTENO","Echimyidae","Eumysopinae","Mesomys hispidus","JAGUARS M1281"
"CTENO","Echimyidae","Eumysopinae","Mesomys hispidus","JAGUARS M1281"
"CTENO","Echimyidae","Eumysopinae","Mesomys hispidus","JAGUARS M1281"
"CTENO","Echimyidae","Eumysopinae","Mesomys hispidus","JAGUARS M1281"
"CTENO","Echimyidae","Eumysopinae","Mesomys hispidus","JAGUARS M1281"
"CTENO","Caviidae","Caviinae","Microcavia australis","NHM 1992.483"
"CTENO","Caviidae","Caviinae","Microcavia australis","NHM 1992.483"
"CTENO","Caviidae","Caviinae","Microcavia australis","NHM 1992.483"
"CTENO","Caviidae","Caviinae","Microcavia australis","NHM 1992.483"
"CTENO","Caviidae","Caviinae","Microcavia australis","NHM 1992.483"
"CTENO","Caviidae","Caviinae","Microcavia australis","NHM 1992.483"
"CTENO","Caviidae","Caviinae","Microcavia australis","NHM 1992.483"
"CTENO","Caviidae","Caviinae","Microcavia australis","NHM 1992.483"
"CTENO","Caviidae","Caviinae","Microcavia australis","NHM 1992.483"
"CTENO","Caviidae","Caviinae","Microcavia australis","NHM 1992.483"
"MOUS","Cricetidae","Arvicolinae","Microtus sp.","MB 2018-34-15"
"MOUS","Cricetidae","Arvicolinae","Microtus sp.","MB 2018-34-15"
"MOUS","Cricetidae","Arvicolinae","Microtus sp.","MB 2018-34-15"
"MOUS","Cricetidae","Arvicolinae","Microtus sp.","MB 2018-34-15"
"MOUS","Cricetidae","Arvicolinae","Microtus sp.","MB 2018-34-15"
"MOUS","Cricetidae","Arvicolinae","Microtus sp.","MB 2018-34-15"
"MOUS","Cricetidae","Arvicolinae","Microtus sp.","MB 2018-34-15"
"MOUS","Cricetidae","Arvicolinae","Microtus sp.","MB 2018-34-15"
"MOUS","Cricetidae","Arvicolinae","Microtus sp.","MB 2018-34-15"
"MOUS","Cricetidae","Arvicolinae","Microtus sp.","MB 2018-34-15"
"MOUS","Cricetidae","Arvicolinae","Microtus sp.","MB 2018-34-15"
"MOUS","Cricetidae","Arvicolinae","Microtus sp.","MB 2018-34-15"
"MOUS","Nesomyidae","Nesomyinae","Monticolomys koopmani","FMNH 161703"
"MOUS","Nesomyidae","Nesomyinae","Monticolomys koopmani","FMNH 161703"
"MOUS","Nesomyidae","Nesomyinae","Monticolomys koopmani","FMNH 161703"
"MOUS","Nesomyidae","Nesomyinae","Monticolomys koopmani","FMNH 161703"
"MOUS","Nesomyidae","Nesomyinae","Monticolomys koopmani","FMNH 161703"
"MOUS","Nesomyidae","Nesomyinae","Monticolomys koopmani","FMNH 161703"
"MOUS","Nesomyidae","Nesomyinae","Monticolomys koopmani","FMNH 161703"
"MOUS","Nesomyidae","Nesomyinae","Monticolomys koopmani","FMNH 161703"
"MOUS","Nesomyidae","Nesomyinae","Monticolomys koopmani","FMNH 161703"
"MOUS","Nesomyidae","Nesomyinae","Monticolomys koopmani","FMNH 161703"
"MOUS","Nesomyidae","Nesomyinae","Monticolomys koopmani","FMNH 161703"
"MOUS","Nesomyidae","Nesomyinae","Monticolomys koopmani","FMNH 161703"
"MOUS","Nesomyidae","Nesomyinae","Monticolomys koopmani","FMNH 161703"
"MOUS","Muridae","Murinae","Mus crociduroides","LSUMZ 39557"
"MOUS","Muridae","Murinae","Mus crociduroides","LSUMZ 39557"
"MOUS","Muridae","Murinae","Mus crociduroides","LSUMZ 39557"
"MOUS","Muridae","Murinae","Mus crociduroides","LSUMZ 39557"
"MOUS","Muridae","Murinae","Mus crociduroides","LSUMZ 39557"
"MOUS","Muridae","Murinae","Mus crociduroides","LSUMZ 39557"
"MOUS","Muridae","Murinae","Mus crociduroides","LSUMZ 39557"
"MOUS","Muridae","Murinae","Mus crociduroides","LSUMZ 39557"
"MOUS","Muridae","Murinae","Mus crociduroides","LSUMZ 39557"
"MOUS","Muridae","Murinae","Mus crociduroides","LSUMZ 39557"
"MOUS","Muridae","Murinae","Mus crociduroides","LSUMZ 39557"
"MOUS","Muridae","Murinae","Mus crociduroides","LSUMZ 39557"
"MOUS","Muridae","Murinae","Mus crociduroides","LSUMZ 39557"
"MOUS","Muridae","Murinae","Mus crociduroides","LSUMZ 39556 (HH1430)"
"MOUS","Muridae","Murinae","Mus crociduroides","LSUMZ 39556 (HH1430)"
"MOUS","Muridae","Murinae","Mus crociduroides","LSUMZ 39556 (HH1430)"
"MOUS","Muridae","Murinae","Mus crociduroides","LSUMZ 39556 (HH1430)"
"MOUS","Muridae","Murinae","Mus crociduroides","LSUMZ 39556 (HH1430)"
"MOUS","Muridae","Murinae","Mus crociduroides","LSUMZ 39556 (HH1430)"
"MOUS","Muridae","Murinae","Mus crociduroides","LSUMZ 39556 (HH1430)"
"MOUS","Muridae","Murinae","Mus crociduroides","LSUMZ 39556 (HH1430)"
"MOUS","Muridae","Murinae","Mus crociduroides","LSUMZ 39556 (HH1430)"
"MOUS","Muridae","Murinae","Mus crociduroides","LSUMZ 39556 (HH1430)"
"MOUS","Muridae","Murinae","Mus crociduroides","LSUMZ 39556 (HH1430)"
"MOUS","Muridae","Murinae","Mus crociduroides","LSUMZ 39556 (HH1430)"
"MOUS","Muridae","Murinae","Mus crociduroides","LSUMZ 39556 (HH1430)"
"SQUIR","Gliridae","Leithiinae","Muscardinus avellanarius","NHM 1977.856"
"SQUIR","Gliridae","Leithiinae","Muscardinus avellanarius","NHM 1977.856"
"SQUIR","Gliridae","Leithiinae","Muscardinus avellanarius","NHM 1977.856"
"SQUIR","Gliridae","Leithiinae","Muscardinus avellanarius","NHM 1977.856"
"SQUIR","Gliridae","Leithiinae","Muscardinus avellanarius","NHM 1977.856"
"SQUIR","Gliridae","Leithiinae","Muscardinus avellanarius","NHM 1977.856"
"SQUIR","Gliridae","Leithiinae","Muscardinus avellanarius","NHM 1977.856"
"SQUIR","Gliridae","Leithiinae","Muscardinus avellanarius","NHM 1977.856"
"SQUIR","Gliridae","Leithiinae","Muscardinus avellanarius","NHM 1977.856"
"SQUIR","Gliridae","Leithiinae","Muscardinus avellanarius","NHM 1977.856"
"CTENO","Echimyidae","Eumysopinae","Myocastor coypus","QM 1150"
"CTENO","Echimyidae","Eumysopinae","Myocastor coypus","QM 1150"
"CTENO","Echimyidae","Eumysopinae","Myocastor coypus","QM 1150"
"CTENO","Echimyidae","Eumysopinae","Myocastor coypus","QM 1150"
"CTENO","Echimyidae","Eumysopinae","Myocastor coypus","QM 1150"
"CTENO","Echimyidae","Eumysopinae","Myocastor coypus","QM 1150"
"CTENO","Echimyidae","Eumysopinae","Myocastor coypus","QM 1150"
"CTENO","Echimyidae","Eumysopinae","Myocastor coypus","QM 1150"
"CTENO","Echimyidae","Eumysopinae","Myocastor coypus","QM 1150"
"CTENO","Echimyidae","Eumysopinae","Myocastor coypus","QM 1150"
"CTENO","Echimyidae","Eumysopinae","Myocastor coypus","QM 1150"
"CTENO","Echimyidae","Eumysopinae","Myocastor coypus","QM 1150"
"MOUS","Cricetidae","Arvicolinae","Myodes sp.","NHM 1856-7-9-9-15b"
"MOUS","Cricetidae","Arvicolinae","Myodes sp.","NHM 1856-7-9-9-15b"
"MOUS","Cricetidae","Arvicolinae","Myodes sp.","NHM 1856-7-9-9-15b"
"MOUS","Cricetidae","Arvicolinae","Myodes sp.","NHM 1856-7-9-9-15b"
"MOUS","Cricetidae","Arvicolinae","Myodes sp.","NHM 1856-7-9-9-15b"
"MOUS","Cricetidae","Arvicolinae","Myodes sp.","NHM 1856-7-9-9-15b"
"MOUS","Cricetidae","Arvicolinae","Myodes sp.","NHM 1856-7-9-9-15b"
"MOUS","Cricetidae","Arvicolinae","Myodes sp.","NHM 1856-7-9-9-15b"
"MOUS","Cricetidae","Arvicolinae","Myodes sp.","NHM 1856-7-9-9-15b"
"MOUS","Cricetidae","Arvicolinae","Myodes sp.","NHM 1856-7-9-9-15b"
"MOUS","Cricetidae","Arvicolinae","Myodes sp.","NHM 1856-7-9-9-15b"
"MOUS","Cricetidae","Arvicolinae","Myodes sp.","NHM 1856-7-9-9-15b"
"MOUS","Cricetidae","Arvicolinae","Myodes sp.","NHM 1856-7-9-9-15a"
"MOUS","Cricetidae","Arvicolinae","Myodes sp.","NHM 1856-7-9-9-15a"
"MOUS","Cricetidae","Arvicolinae","Myodes sp.","NHM 1856-7-9-9-15a"
"MOUS","Cricetidae","Arvicolinae","Myodes sp.","NHM 1856-7-9-9-15a"
"MOUS","Cricetidae","Arvicolinae","Myodes sp.","NHM 1856-7-9-9-15a"
"MOUS","Cricetidae","Arvicolinae","Myodes sp.","NHM 1856-7-9-9-15a"
"MOUS","Cricetidae","Arvicolinae","Myodes sp.","NHM 1856-7-9-9-15a"
"MOUS","Cricetidae","Arvicolinae","Myodes sp.","NHM 1856-7-9-9-15a"
"MOUS","Cricetidae","Arvicolinae","Myodes sp.","NHM 1856-7-9-9-15a"
"MOUS","Cricetidae","Arvicolinae","Myodes sp.","NHM 1856-7-9-9-15a"
"MOUS","Cricetidae","Arvicolinae","Myodes sp.","NHM 1856-7-9-9-15a"
"MOUS","Cricetidae","Arvicolinae","Myodes sp.","NHM 1856-7-9-9-15a"
"MOUS","Cricetidae","Arvicolinae","Myodes sp.","NHM 1856-7-9-9-15a"
"SQUIR","Sciuridae","Xerinae","Myosciurus pumilio","NHM 1948.974"
"SQUIR","Sciuridae","Xerinae","Myosciurus pumilio","NHM 1948.974"
"SQUIR","Sciuridae","Xerinae","Myosciurus pumilio","NHM 1948.974"
"SQUIR","Sciuridae","Xerinae","Myosciurus pumilio","NHM 1948.974"
"SQUIR","Sciuridae","Xerinae","Myosciurus pumilio","NHM 1948.974"
"SQUIR","Sciuridae","Xerinae","Myosciurus pumilio","NHM 1948.974"
"SQUIR","Sciuridae","Xerinae","Myosciurus pumilio","NHM 1948.974"
"SQUIR","Sciuridae","Xerinae","Myosciurus pumilio","NHM 1948.974"
"SQUIR","Sciuridae","Xerinae","Myosciurus pumilio","NHM 1948.974"
"SQUIR","Sciuridae","Xerinae","Myosciurus pumilio","NHM 1948.974"
"SQUIR","Sciuridae","Xerinae","Myosciurus pumilio","NHM 1948.974"
"SQUIR","Sciuridae","Callosciurinae","Nannosciurus exilis tetectus","NHM 1892.6.1.10"
"SQUIR","Sciuridae","Callosciurinae","Nannosciurus exilis tetectus","NHM 1892.6.1.10"
"SQUIR","Sciuridae","Callosciurinae","Nannosciurus exilis tetectus","NHM 1892.6.1.10"
"SQUIR","Sciuridae","Callosciurinae","Nannosciurus exilis tetectus","NHM 1892.6.1.10"
"SQUIR","Sciuridae","Callosciurinae","Nannosciurus exilis tetectus","NHM 1892.6.1.10"
"SQUIR","Sciuridae","Callosciurinae","Nannosciurus exilis tetectus","NHM 1892.6.1.10"
"SQUIR","Sciuridae","Callosciurinae","Nannosciurus exilis tetectus","NHM 1892.6.1.10"
"SQUIR","Sciuridae","Callosciurinae","Nannosciurus exilis tetectus","NHM 1892.6.1.10"
"SQUIR","Sciuridae","Callosciurinae","Nannosciurus exilis tetectus","NHM 1892.6.1.10"
"SQUIR","Sciuridae","Callosciurinae","Nannosciurus exilis tetectus","NHM 1892.6.1.10"
"SQUIR","Sciuridae","Callosciurinae","Nannosciurus exilis tetectus","NHM 1892.6.1.10"
"SQUIR","Sciuridae","Callosciurinae","Nannosciurus exilis tetectus","NHM 1892.6.1.10"
"SQUIR","Sciuridae","Callosciurinae","Nannosciurus melanotis","NHM 2022.21"
"SQUIR","Sciuridae","Callosciurinae","Nannosciurus melanotis","NHM 2022.21"
"SQUIR","Sciuridae","Callosciurinae","Nannosciurus melanotis","NHM 2022.21"
"SQUIR","Sciuridae","Callosciurinae","Nannosciurus melanotis","NHM 2022.21"
"SQUIR","Sciuridae","Callosciurinae","Nannosciurus melanotis","NHM 2022.21"
"SQUIR","Sciuridae","Callosciurinae","Nannosciurus melanotis","NHM 2022.21"
"SQUIR","Sciuridae","Callosciurinae","Nannosciurus melanotis","NHM 2022.21"
"SQUIR","Sciuridae","Callosciurinae","Nannosciurus melanotis","NHM 2022.21"
"SQUIR","Sciuridae","Callosciurinae","Nannosciurus melanotis","NHM 2022.21"
"SQUIR","Sciuridae","Callosciurinae","Nannosciurus melanotis","NHM 2022.21"
"SQUIR","Sciuridae","Callosciurinae","Nannosciurus melanotis","NHM 2022.21"
"SQUIR","Sciuridae","Callosciurinae","Nannosciurus melanotis","NHM 2022.21"
"MOUS","Spalacidae","Spalacinae","Nannospalax leucodon","NHMUK 1986.1781"
"MOUS","Spalacidae","Spalacinae","Nannospalax leucodon","NHMUK 1986.1781"
"MOUS","Spalacidae","Spalacinae","Nannospalax leucodon","NHMUK 1986.1781"
"MOUS","Spalacidae","Spalacinae","Nannospalax leucodon","NHMUK 1986.1781"
"MOUS","Spalacidae","Spalacinae","Nannospalax leucodon","NHMUK 1986.1781"
"MOUS","Spalacidae","Spalacinae","Nannospalax leucodon","NHMUK 1986.1781"
"MOUS","Spalacidae","Spalacinae","Nannospalax leucodon","NHMUK 1986.1781"
"MOUS","Spalacidae","Spalacinae","Nannospalax leucodon","NHMUK 1986.1781"
"MOUS","Spalacidae","Spalacinae","Nannospalax leucodon","NHMUK 1986.1781"
"MOUS","Spalacidae","Spalacinae","Nannospalax leucodon","NHMUK 1986.1781"
"MOUS","Spalacidae","Spalacinae","Nannospalax leucodon","NHMUK 1986.1781"
"MOUS","Spalacidae","Spalacinae","Nannospalax leucodon","NHMUK 1986.1781"
"MOUS","Spalacidae","Spalacinae","Nannospalax leucodon","NHMUK 1986.1781"
"MOUS","Spalacidae","Spalacinae","Nannospalax leucodon","NHMUK 1986.1781"
"MOUS","Spalacidae","Spalacinae","Nannospalax leucodon","NHMUK 1986.1781"
"MOUS","Cricetidae","Sigmodontinae","Neacomys paracou","JAGUARS M1674"
"MOUS","Cricetidae","Sigmodontinae","Neacomys paracou","JAGUARS M1674"
"MOUS","Cricetidae","Sigmodontinae","Neacomys paracou","JAGUARS M1674"
"MOUS","Cricetidae","Sigmodontinae","Neacomys paracou","JAGUARS M1674"
"MOUS","Cricetidae","Sigmodontinae","Neacomys paracou","JAGUARS M1674"
"MOUS","Cricetidae","Sigmodontinae","Neacomys paracou","JAGUARS M1674"
"MOUS","Cricetidae","Sigmodontinae","Neacomys paracou","JAGUARS M1674"
"MOUS","Cricetidae","Sigmodontinae","Neacomys paracou","JAGUARS M1674"
"MOUS","Cricetidae","Sigmodontinae","Neacomys paracou","JAGUARS M1674"
"MOUS","Cricetidae","Sigmodontinae","Neacomys paracou","JAGUARS M1674"
"MOUS","Cricetidae","Sigmodontinae","Neacomys paracou","JAGUARS M1674"
"MOUS","Cricetidae","Sigmodontinae","Neacomys paracou","JAGUARS M1674"
"MOUS","Cricetidae","Sigmodontinae","Neacomys paracou","JAGUARS M1674"
"MOUS","Cricetidae","Sigmodontinae","Nectomys rattus","JAGUARS V3614"
"MOUS","Cricetidae","Sigmodontinae","Nectomys rattus","JAGUARS V3614"
"MOUS","Cricetidae","Sigmodontinae","Nectomys rattus","JAGUARS V3614"
"MOUS","Cricetidae","Sigmodontinae","Nectomys rattus","JAGUARS V3614"
"MOUS","Cricetidae","Sigmodontinae","Nectomys rattus","JAGUARS V3614"
"MOUS","Cricetidae","Sigmodontinae","Nectomys rattus","JAGUARS V3614"
"MOUS","Cricetidae","Sigmodontinae","Nectomys rattus","JAGUARS V3614"
"MOUS","Cricetidae","Sigmodontinae","Nectomys rattus","JAGUARS V3614"
"MOUS","Cricetidae","Sigmodontinae","Nectomys rattus","JAGUARS V3614"
"MOUS","Cricetidae","Sigmodontinae","Nectomys rattus","JAGUARS V3614"
"MOUS","Cricetidae","Sigmodontinae","Nectomys rattus","JAGUARS V3614"
"MOUS","Cricetidae","Sigmodontinae","Nectomys rattus","JAGUARS V3614"
"MOUS","Cricetidae","Sigmodontinae","Nectomys rattus","JAGUARS V3614"
"MOUS","Cricetidae","Neotomyinae","Neotoma lepida","UWBM 37681"
"MOUS","Cricetidae","Neotomyinae","Neotoma lepida","UWBM 37681"
"MOUS","Cricetidae","Neotomyinae","Neotoma lepida","UWBM 37681"
"MOUS","Cricetidae","Neotomyinae","Neotoma lepida","UWBM 37681"
"MOUS","Cricetidae","Neotomyinae","Neotoma lepida","UWBM 37681"
"MOUS","Cricetidae","Neotomyinae","Neotoma lepida","UWBM 37681"
"MOUS","Cricetidae","Neotomyinae","Neotoma lepida","UWBM 37681"
"MOUS","Cricetidae","Neotomyinae","Neotoma lepida","UWBM 37681"
"MOUS","Cricetidae","Neotomyinae","Neotoma lepida","UWBM 37681"
"MOUS","Cricetidae","Neotomyinae","Neotoma lepida","UWBM 37681"
"MOUS","Cricetidae","Neotomyinae","Neotoma lepida","UWBM 37681"
"MOUS","Cricetidae","Neotomyinae","Neotoma lepida","UWBM 37681"
"MOUS","Cricetidae","Neotomyinae","Neotoma lepida","UWBM 37681"
