"","DM","ePT","iPT","SM","T","ZM"
"Bathyergus suillus BS4",0.803418803433333,0.5933333333,0.595,0.70897727275,1.13314814823333,1.0060863095
"Bathyergus suillus BS8",1.0128199302,0.97749999985,0.7792857143,1.206474359,1.25294318175,1.150976190675
"Berylmys bowersi 7219",0.479,0.306,0.249,0.5,0.392,0.370666666666667
"Berylmys bowersi 7220",0.4775,0.397,0.352,0.41,0.383,0.402333333333333
"Berylmys bowersi 7221",0.5005,0.473,0.378,0.357,0.373666666666667,0.45
"Chrotomys mindorensis FMNH 222107",0.67990794195,0.7670295489,0.5711466629,0.8345500996,0.620978106233333,0.691914327566667
"Chrotomys mindorensis FMNH 222111",0.80597929015,0.8155377946,0.6147886307,0.8994212182,0.772200807566667,0.705701778533333
"Cryptomys hottentotus CHHB",0.95888486505,0.4854166667,0.525625,1.0749862635,0.934543605825,0.8367647059
"Cryptomys hottentotus CHMR3",0.8391941392,0.934375,0.849375,0.96590909075,1.58563967275,1.165246212025
"Dipodomys merriami UWBM 37549",0.338995888166667,0.2678,0.1470789474,0.3611692308,0.2215128205,0.3538842667
"Fukomys anselli Fans 864. Transp. 8543 right",0.60195652175,0.3968,0.4370833333,0.912173913,0.6804332707,0.734545739325
"Fukomys anselli Fans Transp. 9746",0.954875,0.8457894737,0.5404761905,1.19248214285,1.10105699013333,1.07468611105
"Fukomys damarensis FDA",1.0942521366,0.74293956045,1.053529412,1.428,1.403559829,1.221793651
"Fukomys damarensis FDC",0.785372405333333,0.65261904765,0.5713333333,1.1441276225,0.9416133448,0.881604978375
"Fukomys damarensis FDD",0.845349816825,0.6207692308,0.605,1.311474359,0.9198248627,0.685440476175
"Fukomys darlingi Fdarl 813, Transp. 2345",0.8709683794,0.5338095238,0.5960869565,0.9634782609,0.803280722275,0.74385526315
"Fukomys darlingi Fdarl 824. Transp. 4396",0.902271367566667,0.3478461538,0.4676923077,0.9652916665,1.15682575755,1.32907323256667
"Fukomys darlingi Fdarl 837",1.15326007333333,0.83527777775,1.103333333,1.691666667,1.52886309525,1.21780357125
"Fukomys darlingi Fdarl 845. Transp. 8446",0.69835714285,0.4132142857,0.3145833333,0.8407582237,0.6283919414,0.668343406575
"Fukomys mechowii Fmech 586 Transp. 0262",0.73985576925,0.4646153846,0.3844444444,0.7388888889,0.937309523766667,0.589857456133333
"Fukomys mechowii Fmech CB_828.",0.99483576088,0.82470588235,0.7654545455,1.094444444,0.934546700475,0.98503615205
"Fukomys mechowii Fmech Transp. 4372",1.276375229075,0.6330833333,0.7729230769,2.0629935065,1.05897000773333,1.04427609885
"Fukomys micklemi Fmick 809. Transp. 7571",0.815989423075,0.5859230769,0.477,1.11844551265,0.9939619657,0.817989011
"Fukomys micklemi Fmick 828. Transp. 0774",0.75583120205,0.4028571429,0.6433333333,0.7685714286,0.668547932325,0.66600281955
"Fukomys micklemi Fmick 842. Transp. 7689 right",0.6376778468,0.5047619048,0.415483871,0.8595833333,0.610270847575,0.6341367244
"Fukomys micklemi Fmick 882. Transp. 6739 right",0.593654970733333,0.41,0.4116,0.9445454545,0.541086956533333,0.689493100325
"Georychus capensis GC 11",0.918514492766667,0.5585714286,0.4116666667,0.6604545455,0.842680759825,0.730476190475
"Georychus capensis GC14",1.169532913,0.8491666667,1.013076923,1.328571429,1.059187270925,0.9651760913
"Georychus capensis GC18",1.083752525375,0.672,1.083333333,1.283181818,1.3441233767,1.137849026
"Georychus capensis GC5",1.652272727,1.116969697,0.4525,1.7425,1.2672348485,1.282888889
"Georychus capensis GC8",0.960903846125,0.7068269231,0.5763333333,0.94,1.31176136375,1.04489285715
"Heliophobius argentioneocerus Harg M5X205",0.627333333333333,0.20948,0.3458333333,0.9103181818,0.502903484833333,0.3868186813
"Heterocephalus glaber Hglab 545.",0.4265143098,0.3671904762,0.3907826087,0.4891538462,0.5619016563,0.455436757
"Heterocephalus glaber Hglab 584. Transp. 8446",0.501367881733333,0.50575,0.5611818182,0.4452916667,0.5705942857,0.499944099366667
"Heterocephalus glaber Hglab Transp. 8531",1.316215881,0.8154545455,0.4472222222,1.120454545,0.8389639376,0.917633241775
"Heteromys desmarestianus NHM 2003.221",0.388773633175,0.2877741935,0.2562830189,0.4356031746,0.3305797721,0.276105589666667
"Hydromys chrysogaster obi YS 342",0.6805,0.438,0.682,0.729,0.65,0.629666666666667
"Hydromys chrysogaster obi YS 391",0.815,0.654,0.46,0.944,0.833666666666667,0.587620370366667
"Hydromys chrysogaster papua PAO 024",0.616,0.613,0.518,0.591,0.708,0.613466666666667
"Hydromys chrysogaster papua PAO 102",0.7615,0.488,0.508,0.79,0.632,0.645333333333333
"Hyorhinomys stuempkei NMVC 37198",0.74,1.07,0.91,0.84,0.806666666666667,0.576666666666667
"Maxomys surifer 7191",0.46,0.34,0.373,0.486,0.353666666666667,0.376
"Maxomys surifer 7192",0.609,0.365,0.499,0.525,0.363666666666667,0.355333333333333
"Maxomys surifer 7193",0.45,0.3,0.285,0.425,0.332666666666667,0.259333333333333
"Maxomys surifer 7194",0.5395,0.419,0.383,0.467,0.386,0.357333333333333
"Melomys obiensis YS 360",0.6405,0.6,0.395,0.47,0.549183333333333,0.626966666666667
"Meriones shawi MNHN-ZM-MO CG 1993-2269",0.4908645724,0.3796419753,0.3290769231,0.5377719298,0.4699653846,0.413124060133333
"Mus caroli 7195",0.34,0.281,0.289,0.357,0.299,0.279
"Mus caroli 7225",0.3215,0.287,0.242,0.271,0.232333333333333,0.209666666666667
"Mus cervicolor 7313",0.3025,0.237,0.24,0.311,0.264333333333333,0.248666666666667
"Mus cervicolor 7314",0.295,0.284,0.302,0.298,0.283,0.258333333333333
"Mus cookii 7238",0.3725,0.223,0.296,0.353,0.304666666666667,0.278666666666667
"Mus pahari PAH 54_9",0.389,0.381,0.337,0.429,0.388666666666667,0.361333333333333
"Niviventer fulvescens 7198",0.403,0.254,0.224,0.373,0.325666666666667,0.333333333333333
"Niviventer fulvescens 7200",0.3395,0.313,0.307,0.426,0.277333333333333,0.292666666666667
"Niviventer fulvescens 7240",0.31,0.233,0.224,0.362,0.353333333333333,0.304666666666667
"Niviventer fulvescens 7245",0.317,0.199,0.265,0.371,0.307,0.280666666666667
"Niviventer fulvescens 7246",0.3995,0.343,0.264,0.386,0.284,0.292
"Paucidentomys vermidax hh766",0.315,0.75,0.58,0.39,0.33,0.29
"Pogonomys sp. CBUN MW-1200-027",0.411391801766667,0.4606976744,0.2703090909,0.4628043478,0.355502664333333,0.38311580465
"Protoxerus stangeri RMCA 1980.036.M.0054",0.759655900066667,0.5570697674,0.3321643836,0.9329,0.824058735233333,0.44285602225
"Rattus andamanensis 7216",0.5135,0.355,0.293,0.454,0.457666666666667,0.373
"Rattus exulans 7288",0.293,0.222,0.19,0.279,0.266666666666667,0.252666666666667
"Rattus exulans 7298",0.3695,0.262,0.251,0.39,0.338666666666667,0.308
"Rattus exulans 7306",0.346,0.28,0.219,0.353,0.329333333333333,0.331333333333333
"Rattus fuscipes MV C17053",0.497707072833333,0.4853589744,0.3766888889,0.5166590909,0.5150540613,0.429554712325
"Rattus tanezumi 7206",0.33,0.296,0.232,0.392,0.310333333333333,0.319333333333333
"Rattus tanezumi 7208",0.4765,0.406,0.377,0.545,0.398333333333333,0.379333333333333
"Rattus tanezumi 7217",0.475,0.43,0.34,0.5,0.381666666666667,0.413666666666667
"Rattus tanezumi 7257",0.393,0.271,0.236,0.447,0.311333333333333,0.364333333333333
"Rattus tanezumi 7270",0.474,0.321,0.265,0.497,0.362666666666667,0.366
"Rattus tanezumi 7273",0.415,0.216,0.385,0.592,0.37,0.385333333333333
"Rattus tanezumi 7284",0.466,0.314,0.304,0.463,0.380333333333333,0.339666666666667
"Rattus tanezumi 7302",0.527,0.296,0.31,0.542,0.493333333333333,0.388666666666667
"Rhynchomys isagorensis USNM 573913",0.4279612048,0.6263124557,0.4632746083,0.5350570093,0.5036283333,0.408531778033333
"Rhynchomys soricoides FMNH 193836",0.4965993743,1.11548075,0.51118617,0.62808247,0.573872719433333,0.51958297
"Sommeromys macrorhinos kcr2596",0.3788677296,0.3072221723,0.2997805775,0.403658399,0.347155007633333,0.344713837066667
"Sommeromys macrorhinos kcr2644",0.365,0.34,0.23,0.41,0.316666666666667,0.353333333333333
"Soricomys leonardocoi FMNH 190966",0.3448700593,0.3438965517,0.2360566038,0.3658846154,0.337198163733333,0.272484901966667
"Soricomys leonardocoi FMNH 190967",0.32535868195,0.390344698,0.2400368375,0.3298873543,0.334780952233333,0.2270642829
"Spalacopus cyanus CBUN SC2ID1",0.66866283054,0.5642285714,0.4647894737,0.7150816327,0.710502083333333,0.664849373233333
"Stenocephalemys albipes CBUN ETH1426",0.38250661265,0.4138461538,0.2421607143,0.3543142857,0.366877967733333,0.29322964285
