"","DM","ePT","iPT","SM","T","ZM"
"187",-0.000907248644446988,-0.0176657749877817,-0.00197891527687175,0.0148233287028332,0.00576160577701404,-3.29955707467003e-05
"188",-0.0118019921267301,0.0331069020377454,-0.0310426814807536,-0.0106892215934364,0.0165776920689416,0.00384930109423327
"189",0.00620071137621671,-0.0245613523370933,0.0302559712228867,0.00409738343897629,-0.00450268377062241,-0.0114900299303639
"190",-0.000190645535298713,0.0173806010215684,-2.52258548245817e-05,0.00197488672378143,0.00359012771700752,-0.0227297440722341
"191",0.010262488312906,-0.0268244312342659,0.0152474835532921,0.00661352605583294,0.00690368293637359,-0.0122027496241388
"192",0.00803979272559412,-0.0565468500664854,-0.0587024260448647,0.010259607694861,0.0433902543697326,0.0535596213211623
"193",0.0208367754355219,0.00399205481570323,-0.00437827307740766,0.00265686243540962,0.00219879233388802,-0.025306211943115
"194",-0.0518908773017439,0.0518655549153276,0.0255846598160589,-0.00161505212282187,-0.0126983095856182,-0.0112459757212026
"195",-0.0321160174997942,-0.00885767245259642,0.0206853678039301,-0.00573482272435559,0.0236859517211776,0.0023371931516387
"196",-0.0210223068364501,0.0502443011976995,0.018295214287398,-0.0324909694770238,-0.00880911033548296,-0.00621712883614069
"197",-0.00202695062691218,0.0206673091793284,-0.0352125839686315,-0.0318862049200827,0.0130810139396489,0.0353774163966491
"198",-0.000957257378476078,0.00327717812353975,-0.0252510479217682,-0.041264549593211,0.036220917895532,0.0279747588743832
"199",-0.0114031903836322,0.0226909335569651,0.0353906836938999,-0.0227192739679926,-0.00893831834544704,-0.0150208345537929
"200",-0.0475160714638031,-0.00778718615712694,0.0879229914272973,0.000559971531814323,-0.0394749253159307,0.00629521997774922
"201",0.053905291704104,0.0235602077880793,-0.117570500011017,0.0249237224716968,0.00193043778255186,0.0132508402645852
"202",-0.00906040287518774,-0.0412735005461504,-0.0280954574758088,0.0443235704949441,0.0390817014135007,-0.00497591101129803
"203",0.0421705199166546,-0.0828560920350444,-0.0216757218948535,0.0319921248796535,-0.00575747435507112,0.036126643488661
"204",0.0245313360620959,-0.0487049032535126,-0.0140138103493809,0.0556129325334166,-0.0186055808995903,0.00118002590697158
"205",0.0101624802886616,0.00296983867891072,-0.0106113585209549,0.00177954176912252,-0.00671454499191078,0.00241404277617106
"206",-0.0115056180311464,0.0520744641339163,0.0598895705928463,-0.0358090390418528,-0.0635246344468935,-0.00112474320687007
"207",-0.0614173406719105,0.051497307681857,0.0379447678301674,-0.0639529757920346,-0.046170583045797,0.0820988239977178
"208",-0.0188777814276903,0.0104519852698347,-0.00707076595812595,-0.0378841355978243,0.0476012883407297,0.00577940937307607
"209",0.0462082751216816,-0.0978395348453902,-0.0157894000247624,0.0140651876717423,0.0325930470510615,0.0207624250256674
"210",-0.0190826858269524,0.0102591716233271,0.051905480741649,-0.0213821544903671,-0.00726220927966051,-0.0144376027679961
